"procedure","block","trial","PMdemand","context","stim","role","word_type","correct_key","response","correct","reaction_time","pressedQ","pressedQ_blank","pressedQ_fix"
"LDTpractice",1,1,NA,"lower","hiring","","w","g","g",1,0.596413259394467,NA,NA,NA
"LDTpractice",2,1,NA,"lower","summary","","w","g","g",1,0.480399729683995,NA,NA,NA
"LDTpractice",3,1,NA,"lower","alolition","","nw","h","h",1,0.443553841672838,NA,NA,NA
"LDTpractice",4,1,NA,"lower","lurshing","","nw","h","g",0,0.50486499723047,NA,NA,NA
"LDTpractice",5,1,NA,"lower","grocus","","nw","h","h",1,0.554661605041474,NA,NA,NA
"LDTpractice",6,1,NA,"lower","hasking","","nw","h","g",0,0.402948344592005,NA,NA,NA
"LDTpractice",7,1,NA,"lower","treeps","","nw","h","g",0,0.464189644437283,NA,NA,NA
"LDTpractice",8,1,NA,"lower","grimace","","w","g","h",0,0.38886934472248,NA,NA,NA
"LDTpractice",9,1,NA,"lower","revival","","w","g","g",1,0.507263253908604,NA,NA,NA
"LDTpractice",10,1,NA,"lower","picture","","w","g","g",1,0.485526980832219,NA,NA,NA
"LDTpractice",11,1,NA,"lower","turative","","nw","h","h",1,0.504228353034705,NA,NA,NA
"LDTpractice",12,1,NA,"lower","umpire","","w","g","h",0,0.538261818233877,NA,NA,NA
"LDTpractice",13,1,NA,"lower","slumber","","w","g","g",1,0.451265740673989,NA,NA,NA
"LDTpractice",14,1,NA,"lower","curlecs","","nw","h","h",1,0.471710848622024,NA,NA,NA
"LDTpractice",1,2,NA,"upper","sponsor","","w","g","g",1,0.482911542989314,NA,NA,NA
"LDTpractice",2,2,NA,"upper","infinity","","w","g","g",1,0.524374175351113,NA,NA,NA
"LDTpractice",3,2,NA,"upper","trotch","","nw","h","h",1,0.447619357146323,NA,NA,NA
"LDTpractice",4,2,NA,"upper","crinklo","","nw","h","h",1,0.371369749307633,NA,NA,NA
"LDTpractice",5,2,NA,"upper","grutch","","nw","h","h",1,0.666729134973139,NA,NA,NA
"LDTpractice",6,2,NA,"upper","latador","","nw","h","g",0,0.374224218074232,NA,NA,NA
"LDTpractice",7,2,NA,"upper","lumbigo","","nw","h","h",1,0.590120649430901,NA,NA,NA
"LDTpractice",8,2,NA,"upper","overshoot","","w","g","g",1,0.444818852934986,NA,NA,NA
"LDTpractice",9,2,NA,"upper","unscrew","","w","g","g",1,0.569557019509375,NA,NA,NA
"LDTpractice",10,2,NA,"upper","tricycle","","w","g","h",0,0.463970808312297,NA,NA,NA
"LDTpractice",11,2,NA,"upper","julled","","nw","h","h",1,0.451815975829959,NA,NA,NA
"LDTpractice",12,2,NA,"upper","reputable","","w","g","g",1,0.520052412990481,NA,NA,NA
"LDTpractice",13,2,NA,"upper","busted","","w","g","g",1,0.585432725958526,NA,NA,NA
"LDTpractice",14,2,NA,"upper","raestro","","nw","h","h",1,0.440154434647411,NA,NA,NA
"experimental",1,1,"hd","lower","snorls","nw","nw","h","q",0,0.723172266036272,NA,NA,NA
"experimental",1,2,"hd","lower","sweeping","w","w","g","g",1,0.685132215265185,NA,NA,NA
"experimental",1,3,"hd","lower","ahead","w","w","g","g",1,0.64051020052284,NA,NA,NA
"experimental",1,4,"hd","lower","otiates","nw","nw","h","h",1,0.885013891849667,NA,NA,NA
"experimental",1,5,"hd","lower","tablet","w","w","g","g",1,0.576342259068042,NA,NA,NA
"experimental",1,6,"hd","lower","endgume","nw","nw","h","h",1,0.904341644141823,NA,NA,NA
"experimental",1,7,"hd","lower","tinker","w","w","g","g",1,0.619030836038291,NA,NA,NA
"experimental",1,8,"hd","lower","cartles","nw","nw","h","h",1,0.72109977947548,NA,NA,NA
"experimental",1,9,"hd","lower","blerapies","nw","nw","h","h",1,0.690984173677862,NA,NA,NA
"experimental",1,10,"hd","lower","stooping","w","w","g","g",1,0.69435709528625,NA,NA,NA
"experimental",1,11,"hd","lower","oginous","nw","nw","h","h",1,0.569766916334629,NA,NA,NA
"experimental",1,12,"hd","lower","perishing","w","w","g","g",1,0.72969033382833,NA,NA,NA
"experimental",1,13,"hd","lower","tragedy","w","w","g","g",1,0.611294769216329,NA,NA,NA
"experimental",1,14,"hd","lower","insertion","w","w","g","g",1,0.576646179426461,NA,NA,NA
"experimental",1,15,"hd","lower","expired","w","w","g","g",1,0.567846059333533,NA,NA,NA
"experimental",1,16,"hd","lower","trewl","nw","nw","h","h",1,0.561542854644358,NA,NA,NA
"experimental",1,17,"hd","lower","absent","w","w","g","g",1,0.554323584772646,NA,NA,NA
"experimental",1,18,"hd","lower","adok","nw","nw","h","h",1,0.530923694837838,NA,NA,NA
"experimental",1,19,"hd","lower","neliefs","nw","nw","h","h",1,0.653128859587014,NA,NA,NA
"experimental",1,20,"hd","lower","lonnote","nw","nw","h","h",1,0.585724065545946,NA,NA,NA
"experimental",1,21,"hd","lower","inversion","w","w","g","g",1,0.513152954634279,NA,NA,NA
"experimental",1,22,"hd","lower","affluent","w","w","g","h",0,0.979826485272497,NA,NA,NA
"experimental",1,23,"hd","lower","elpired","nw","nw","h","h",1,0.683080917224288,NA,NA,NA
"experimental",1,24,"hd","lower","create","w","w","g","g",1,0.470906022004783,NA,NA,NA
"experimental",1,25,"hd","lower","poars","nw","nw","h","h",1,0.922941378783435,NA,NA,NA
"experimental",1,26,"hd","lower","harfing","nw","nw","h","h",1,0.660988746210933,NA,NA,NA
"experimental",1,27,"hd","lower","gontracts","nw","nw","h","h",1,0.618025050964206,NA,NA,NA
"experimental",1,28,"hd","lower","kangaroo","target","target","q","g",0,0.535765233915299,NA,NA,NA
"experimental",1,29,"hd","lower","statute","aftertar1","w","g","h",0,1.00915679754689,NA,NA,NA
"experimental",1,30,"hd","lower","twarfs","aftertar2","nw","h","h",1,0.792064217384905,NA,NA,NA
"experimental",2,1,"hd","lower","ulcer","w","w","g","h",0,0.654316400643438,NA,NA,NA
"experimental",2,2,"hd","lower","porghum","nw","nw","h","h",1,0.6991883716546,NA,NA,NA
"experimental",2,3,"hd","lower","eightiech","nw","nw","h","h",1,0.702309681102633,NA,NA,NA
"experimental",2,4,"hd","lower","frigs","nw","nw","h","h",1,0.817204863298684,NA,NA,NA
"experimental",2,5,"hd","lower","deadly","w","w","g","g",1,0.59104134934023,NA,NA,NA
"experimental",2,6,"hd","lower","fudden","nw","nw","h","h",1,0.65434884512797,NA,NA,NA
"experimental",2,7,"hd","lower","advantage","w","w","g","g",1,0.673307126387954,NA,NA,NA
"experimental",2,8,"hd","lower","diatonic","w","w","g","h",0,0.886206398252398,NA,NA,NA
"experimental",2,9,"hd","lower","frogmy","nw","nw","h","h",1,0.609567586798221,NA,NA,NA
"experimental",2,10,"hd","lower","maunches","nw","nw","h","h",1,0.71225264808163,NA,NA,NA
"experimental",2,11,"hd","lower","trises","nw","nw","h","h",1,0.650948114227504,NA,NA,NA
"experimental",2,12,"hd","lower","grieving","w","w","g","g",1,0.615740350913256,NA,NA,NA
"experimental",2,13,"hd","lower","system","w","w","g","g",1,0.566554562654346,NA,NA,NA
"experimental",2,14,"hd","lower","divider","w","w","g","g",1,0.639088924974203,NA,NA,NA
"experimental",2,15,"hd","lower","paying","w","w","g","g",1,0.604469800833613,NA,NA,NA
"experimental",2,16,"hd","lower","entropy","w","w","g","h",0,0.698208409827203,NA,NA,NA
"experimental",2,17,"hd","lower","vergas","nw","nw","h","h",1,0.621540994383395,NA,NA,NA
"experimental",2,18,"hd","lower","sorping","nw","nw","h","h",1,0.603588166646659,NA,NA,NA
"experimental",2,19,"hd","lower","maiden","w","w","g","g",1,0.642301609739661,NA,NA,NA
"experimental",2,20,"hd","lower","trooper","w","w","g","g",1,0.711865298449993,NA,NA,NA
"experimental",2,21,"hd","lower","rocket","w","w","g","g",1,0.586387856863439,NA,NA,NA
"experimental",2,22,"hd","lower","anonymous","w","w","g","g",1,0.785999050363898,NA,NA,NA
"experimental",2,23,"hd","lower","dazid","nw","nw","h","h",1,0.813942187465727,NA,NA,NA
"experimental",2,24,"hd","lower","catgup","nw","nw","h","h",1,0.647133879363537,NA,NA,NA
"experimental",2,25,"hd","lower","fravity","nw","nw","h","h",1,0.731580401305109,NA,NA,NA
"experimental",2,26,"hd","lower","pracking","nw","nw","h","h",1,0.717516630422324,NA,NA,NA
"experimental",2,27,"hd","lower","ralliep","nw","nw","h","h",1,0.6956747462973,NA,NA,NA
"experimental",2,28,"hd","lower","reprint","w","w","g","h",0,0.714746914803982,NA,NA,NA
"experimental",2,29,"hd","lower","retain","w","w","g","g",1,0.565518651157618,NA,NA,NA
"experimental",2,30,"hd","lower","filny","nw","nw","h","h",1,0.670152709819376,NA,NA,NA
"experimental",3,1,"ld","upper","thrapping","nw","nw","h","h",1,0.68196720443666,NA,NA,NA
