"procedure","block","trial","PMdemand","context","stim","role","word_type","correct_key","response","correct","reaction_time","pressedQ","pressedQ_blank","pressedQ_fix"
"LDTpractice",1,1,NA,"upper","lumbigo","","nw","h","h",1,0.194941638270393,NA,NA,NA
"LDTpractice",2,1,NA,"upper","revival","","w","g","h",0,0.246337391668931,NA,NA,NA
"LDTpractice",3,1,NA,"upper","slumber","","w","g","g",1,0.669169659144245,NA,NA,NA
"LDTpractice",4,1,NA,"upper","crinklo","","nw","h","h",1,0.614168992149644,NA,NA,NA
"LDTpractice",5,1,NA,"upper","grutch","","nw","h","g",0,0.757920022006147,NA,NA,NA
"LDTpractice",6,1,NA,"upper","umpire","","w","g","g",1,0.814103914657608,NA,NA,NA
"LDTpractice",7,1,NA,"upper","latador","","nw","h","h",1,0.788393511553295,NA,NA,NA
"LDTpractice",8,1,NA,"upper","grocus","","nw","h","h",1,0.769924025749788,NA,NA,NA
"LDTpractice",9,1,NA,"upper","unscrew","","w","g","g",1,0.697307787369937,NA,NA,NA
"LDTpractice",10,1,NA,"upper","busted","","w","g","g",1,0.635809642844833,NA,NA,NA
"LDTpractice",11,1,NA,"upper","lurshing","","nw","h","g",0,0.696481340681203,NA,NA,NA
"LDTpractice",12,1,NA,"upper","curlecs","","nw","h","h",1,0.915075910277665,NA,NA,NA
"LDTpractice",13,1,NA,"upper","sponsor","","w","g","g",1,0.620063386741094,NA,NA,NA
"LDTpractice",14,1,NA,"upper","picture","","w","g","g",1,0.481439465889707,NA,NA,NA
"LDTpractice",1,2,NA,"lower","hasking","","nw","h","g",0,0.629338727565482,NA,NA,NA
"LDTpractice",2,2,NA,"lower","reputable","","w","g","g",1,0.610572831821628,NA,NA,NA
"LDTpractice",3,2,NA,"lower","hiring","","w","g","g",1,0.655469598365016,NA,NA,NA
"LDTpractice",4,2,NA,"lower","alolition","","nw","h","h",1,0.611407730146311,NA,NA,NA
"LDTpractice",5,2,NA,"lower","turative","","nw","h","h",1,0.577423200244084,NA,NA,NA
"LDTpractice",6,2,NA,"lower","infinity","","w","g","g",1,0.735437228693627,NA,NA,NA
"LDTpractice",7,2,NA,"lower","julled","","nw","h","h",1,0.736287521081977,NA,NA,NA
"LDTpractice",8,2,NA,"lower","raestro","","nw","h","h",1,0.704894013470039,NA,NA,NA
"LDTpractice",9,2,NA,"lower","overshoot","","w","g","g",1,0.546729667112231,NA,NA,NA
"LDTpractice",10,2,NA,"lower","tricycle","","w","g","h",0,0.651355173205957,NA,NA,NA
"LDTpractice",11,2,NA,"lower","trotch","","nw","h","h",1,0.807443139958195,NA,NA,NA
"LDTpractice",12,2,NA,"lower","treeps","","nw","h","h",1,0.725315821357071,NA,NA,NA
"LDTpractice",13,2,NA,"lower","grimace","","w","g","h",0,0.726630348595791,NA,NA,NA
"LDTpractice",14,2,NA,"lower","summary","","w","g","g",1,0.549669922096655,NA,NA,NA
"experimental",1,1,"ld","lower","hatred","w","w","g","g",1,1.18844748102129,NA,NA,NA
"experimental",1,2,"ld","lower","vaporize","w","w","g","g",1,0.98625507298857,NA,NA,NA
"experimental",1,3,"ld","lower","student","w","w","g","g",1,0.755005121929571,NA,NA,NA
"experimental",1,4,"ld","lower","wienegs","nw","nw","h","h",1,0.667649274808355,NA,NA,NA
"experimental",1,5,"ld","lower","brudent","nw","nw","h","g",0,0.894775141612627,NA,NA,NA
"experimental",1,6,"ld","lower","infusion","w","w","g","g",1,0.682913185330108,NA,NA,NA
