"procedure","block","trial","PMdemand","context","stim","role","word_type","correct_key","response","correct","reaction_time","pressedQ","pressedQ_blank","pressedQ_fix"
"LDTpractice",1,1,NA,"lower","treeps","","nw","h","g",0,0.479817796862335,NA,NA,NA
"LDTpractice",2,1,NA,"lower","julled","","nw","h","h",1,1.53620535034861,NA,NA,NA
"LDTpractice",3,1,NA,"lower","turative","","nw","h","g",0,0.736033061388298,NA,NA,NA
"LDTpractice",4,1,NA,"lower","raestro","","nw","h","h",1,0.762889479869045,NA,NA,NA
"LDTpractice",5,1,NA,"lower","alolition","","nw","h","h",1,0.723136550965137,NA,NA,NA
"LDTpractice",6,1,NA,"lower","revival","","w","g","g",1,0.532599995349301,NA,NA,NA
"LDTpractice",7,1,NA,"lower","picture","","w","g","g",1,0.460574669807102,NA,NA,NA
"LDTpractice",8,1,NA,"lower","hiring","","w","g","g",1,0.441767231182894,NA,NA,NA
"LDTpractice",9,1,NA,"lower","busted","","w","g","g",1,0.406914804087137,NA,NA,NA
"LDTpractice",10,1,NA,"lower","unscrew","","w","g","g",1,0.380087188721518,NA,NA,NA
"LDTpractice",11,1,NA,"lower","reputable","","w","g","g",1,0.355487676133635,NA,NA,NA
"LDTpractice",12,1,NA,"lower","trotch","","nw","h","h",1,0.538901586434804,NA,NA,NA
"LDTpractice",13,1,NA,"lower","grimace","","w","g","g",1,0.531380994696519,NA,NA,NA
"LDTpractice",14,1,NA,"lower","lurshing","","nw","h","g",0,0.381160849530715,NA,NA,NA
"LDTpractice",1,2,NA,"upper","grocus","","nw","h","h",1,0.596494897748926,NA,NA,NA
"LDTpractice",2,2,NA,"upper","latador","","nw","h","h",1,0.427248807623982,NA,NA,NA
"LDTpractice",3,2,NA,"upper","hasking","","nw","h","h",1,0.544711538212141,NA,NA,NA
"LDTpractice",4,2,NA,"upper","grutch","","nw","h","g",0,0.45010987034766,NA,NA,NA
"LDTpractice",5,2,NA,"upper","crinklo","","nw","h","h",1,0.558926039288053,NA,NA,NA
"LDTpractice",6,2,NA,"upper","overshoot","","w","g","g",1,0.446045320917619,NA,NA,NA
"LDTpractice",7,2,NA,"upper","sponsor","","w","g","g",1,0.39488768413139,NA,NA,NA
"LDTpractice",8,2,NA,"upper","tricycle","","w","g","g",1,0.417612014847691,NA,NA,NA
"LDTpractice",9,2,NA,"upper","slumber","","w","g","g",1,0.415134947266779,NA,NA,NA
"LDTpractice",10,2,NA,"upper","umpire","","w","g","g",1,0.853263380660792,NA,NA,NA
"LDTpractice",11,2,NA,"upper","infinity","","w","g","g",1,0.44136696725036,NA,NA,NA
"LDTpractice",12,2,NA,"upper","lumbigo","","nw","h","h",1,0.469188786562881,NA,NA,NA
