"procedure","block","trial","PMdemand","context","stim","role","word_type","correct_key","response","correct","reaction_time","pressedQ","pressedQ_blank","pressedQ_fix"
"LDTpractice",1,1,NA,"upper","lurshing","","nw","h","g",0,0.655568117421353,NA,NA,NA
"LDTpractice",2,1,NA,"upper","summary","","w","g","g",1,0.658192412214703,NA,NA,NA
"LDTpractice",3,1,NA,"upper","unscrew","","w","g","g",1,0.788548687254661,NA,NA,NA
"LDTpractice",4,1,NA,"upper","trotch","","nw","h","h",1,0.693030876514968,NA,NA,NA
"LDTpractice",5,1,NA,"upper","overshoot","","w","g","g",1,0.687584876199253,NA,NA,NA
"LDTpractice",6,1,NA,"upper","lumbigo","","nw","h","h",1,0.866394314492936,NA,NA,NA
"LDTpractice",7,1,NA,"upper","raestro","","nw","h","h",1,0.782827398579684,NA,NA,NA
"LDTpractice",8,1,NA,"upper","revival","","w","g","g",1,0.670171379213571,NA,NA,NA
"LDTpractice",9,1,NA,"upper","reputable","","w","g","g",1,0.545187754643848,NA,NA,NA
"LDTpractice",10,1,NA,"upper","alolition","","nw","h","h",1,0.794293520302745,NA,NA,NA
"LDTpractice",11,1,NA,"upper","crinklo","","nw","h","h",1,0.664047119134921,NA,NA,NA
"LDTpractice",12,1,NA,"upper","umpire","","w","g","g",1,0.612006151874084,NA,NA,NA
"LDTpractice",13,1,NA,"upper","tricycle","","w","g","g",1,0.482071864898899,NA,NA,NA
"LDTpractice",14,1,NA,"upper","curlecs","","nw","h","h",1,0.645501076243818,NA,NA,NA
"LDTpractice",1,2,NA,"lower","grocus","","nw","h","h",1,0.745830697822385,NA,NA,NA
"LDTpractice",2,2,NA,"lower","slumber","","w","g","g",1,0.771307245478965,NA,NA,NA
"LDTpractice",3,2,NA,"lower","picture","","w","g","g",1,0.514586980090826,NA,NA,NA
"LDTpractice",4,2,NA,"lower","hasking","","nw","h","h",1,0.652551415972994,NA,NA,NA
"LDTpractice",5,2,NA,"lower","hiring","","w","g","g",1,0.600502902452718,NA,NA,NA
"LDTpractice",6,2,NA,"lower","turative","","nw","h","h",1,0.709567495607189,NA,NA,NA
"LDTpractice",7,2,NA,"lower","julled","","nw","h","h",1,0.694971780074411,NA,NA,NA
"LDTpractice",8,2,NA,"lower","grimace","","w","g","g",1,0.666276894349721,NA,NA,NA
"LDTpractice",9,2,NA,"lower","busted","","w","g","g",1,0.542387178720674,NA,NA,NA
"LDTpractice",10,2,NA,"lower","grutch","","nw","h","h",1,0.655184464470949,NA,NA,NA
"LDTpractice",11,2,NA,"lower","treeps","","nw","h","h",1,0.803236769250361,NA,NA,NA
"LDTpractice",12,2,NA,"lower","sponsor","","w","g","g",1,0.824139364878647,NA,NA,NA
"LDTpractice",13,2,NA,"lower","infinity","","w","g","g",1,0.541351225212566,NA,NA,NA
"LDTpractice",14,2,NA,"lower","latador","","nw","h","h",1,0.606242604044382,NA,NA,NA
"experimental",1,1,"hd","upper","bureaug","nw","nw","h","h",1,0.864259320558631,NA,NA,NA
"experimental",1,2,"hd","upper","rowel","nw","nw","h","h",1,0.676824180860422,NA,NA,NA
"experimental",1,3,"hd","upper","intercede","w","w","g","g",1,0.752883754204959,NA,NA,NA
"experimental",1,4,"hd","upper","prama","nw","nw","h","h",1,0.784636996861082,NA,NA,NA
"experimental",1,5,"hd","upper","surround","w","w","g","g",1,0.712047807348426,NA,NA,NA
"experimental",1,6,"hd","upper","hardest","w","w","g","g",1,0.738682256429456,NA,NA,NA
"experimental",1,7,"hd","upper","detrabe","nw","nw","h","h",1,0.988099532580236,NA,NA,NA
"experimental",1,8,"hd","upper","innocent","w","w","g","g",1,0.715468385766144,NA,NA,NA
"experimental",1,9,"hd","upper","failure","w","w","g","g",1,0.830176389950793,NA,NA,NA
"experimental",1,10,"hd","upper","minimum","w","w","g","g",1,0.68416641074873,NA,NA,NA
"experimental",1,11,"hd","upper","atsless","nw","nw","h","h",1,0.759582739090547,NA,NA,NA
"experimental",1,12,"hd","upper","begut","nw","nw","h","g",0,0.808260479665478,NA,NA,NA
"experimental",1,13,"hd","upper","criminal","w","w","g","g",1,0.765981683813152,NA,NA,NA
"experimental",1,14,"hd","upper","dricked","nw","nw","h","h",1,0.758596289189882,NA,NA,NA
"experimental",1,15,"hd","upper","infested","w","w","g","g",1,0.647308259707643,NA,NA,NA
"experimental",1,16,"hd","upper","hubris","w","w","g","g",1,0.995637663945672,NA,NA,NA
"experimental",1,17,"hd","upper","igiom","nw","nw","h","h",1,1.1870143773267,NA,NA,NA
"experimental",1,18,"hd","upper","giraffe","target","target","q","q",1,0.707077826460591,1,NA,NA
"experimental",1,19,"hd","upper","newstrint","aftertar1","nw","h","h",1,0.886301404651022,NA,NA,NA
"experimental",1,20,"hd","upper","stelled","aftertar2","nw","h","h",1,1.008639001142,NA,NA,NA
"experimental",1,21,"hd","upper","charcoal","aftertar3","w","g","g",1,0.632224148852401,NA,NA,NA
"experimental",1,22,"hd","upper","hangar","w","w","g","g",1,0.589199478548835,NA,NA,NA
"experimental",1,23,"hd","upper","sefraud","w","nw","h","h",1,0.70863507706963,NA,NA,NA
"experimental",1,24,"hd","upper","fonducts","nw","nw","h","h",1,0.791315455833683,NA,NA,NA
"experimental",1,25,"hd","upper","cutout","nw","w","g","g",1,0.630681387105142,NA,NA,NA
"experimental",1,26,"hd","upper","slutches","w","nw","h","h",1,1.188787451596,NA,NA,NA
"experimental",1,27,"hd","upper","landing","nw","w","g","g",1,0.81209731096169,NA,NA,NA
"experimental",1,28,"hd","upper","mineluyer","w","nw","h","h",1,0.96282945117855,NA,NA,NA
"experimental",1,29,"hd","upper","bullet","nw","w","g","g",1,0.706534494209336,NA,NA,NA
"experimental",1,30,"hd","upper","schinter","w","nw","h","h",1,0.717228782261373,NA,NA,NA
"experimental",2,1,"hd","upper","oppose","w","w","g","g",1,0.679261026030872,NA,NA,NA
"experimental",2,2,"hd","upper","erithets","nw","nw","h","h",1,0.699287045601523,NA,NA,NA
"experimental",2,3,"hd","upper","potatoes","w","w","g","g",1,0.734546592400875,NA,NA,NA
"experimental",2,4,"hd","upper","aggepting","nw","nw","h","h",1,0.734929339785594,NA,NA,NA
"experimental",2,5,"hd","upper","warmer","w","w","g","g",1,0.808370051687234,NA,NA,NA
"experimental",2,6,"hd","upper","joadbed","nw","nw","h","h",1,0.773875094091636,NA,NA,NA
"experimental",2,7,"hd","upper","trecious","nw","nw","h","h",1,0.893322162970435,NA,NA,NA
"experimental",2,8,"hd","upper","mamps","nw","nw","h","h",1,0.785801538993837,NA,NA,NA
"experimental",2,9,"hd","upper","fuack","nw","nw","h","h",1,0.689839403203223,NA,NA,NA
"experimental",2,10,"hd","upper","wrecber","nw","nw","h","h",1,0.80516650431673,NA,NA,NA
"experimental",2,11,"hd","upper","octopus","target","target","q","q",1,0.995791909939726,1,NA,NA
"experimental",2,12,"hd","upper","army","aftertar1","w","g","g",1,1.05828115648183,NA,NA,NA
"experimental",2,13,"hd","upper","stalemate","aftertar2","w","g","h",0,1.01491177205753,NA,NA,NA
"experimental",2,14,"hd","upper","roughly","aftertar3","w","g","g",1,0.725613002694445,NA,NA,NA
"experimental",2,15,"hd","upper","dominion","w","w","g","g",1,1.44769251636171,NA,NA,NA
"experimental",2,16,"hd","upper","gigoho","w","nw","h","h",1,0.725039485318121,NA,NA,NA
"experimental",2,17,"hd","upper","cills","nw","nw","h","h",1,0.791100839604042,NA,NA,NA
"experimental",2,18,"hd","upper","finstrel","nw","nw","h","h",1,0.74244936008472,NA,NA,NA
"experimental",2,19,"hd","upper","publish","nw","w","g","g",1,0.759822107138461,NA,NA,NA
"experimental",2,20,"hd","upper","deficit","w","w","g","g",1,0.752451805063174,NA,NA,NA
"experimental",2,21,"hd","upper","ready","w","w","g","g",1,0.664246944652405,NA,NA,NA
