"procedure","block","trial","PMdemand","context","stim","role","word_type","correct_key","response","correct","reaction_time","pressedQ","pressedQ_blank","pressedQ_fix"
"LDTpractice",1,1,NA,"upper","grocus","","nw","h","h",1,1.04624793195399,NA,NA,NA
"LDTpractice",2,1,NA,"upper","lumbigo","","nw","h","h",1,0.92968754429603,NA,NA,NA
"LDTpractice",3,1,NA,"upper","raestro","","nw","h","g",0,0.659652548609301,NA,NA,NA
"LDTpractice",4,1,NA,"upper","grimace","","w","g","g",1,0.600074730667984,NA,NA,NA
"LDTpractice",5,1,NA,"upper","tricycle","","w","g","g",1,0.509848957968643,NA,NA,NA
"LDTpractice",6,1,NA,"upper","hasking","","nw","h","g",0,0.598536235716892,NA,NA,NA
"LDTpractice",7,1,NA,"upper","alolition","","nw","h","h",1,0.902361374319298,NA,NA,NA
"LDTpractice",8,1,NA,"upper","treeps","","nw","h","h",1,0.75852582816151,NA,NA,NA
"LDTpractice",9,1,NA,"upper","overshoot","","w","g","g",1,0.613868664717302,NA,NA,NA
"LDTpractice",10,1,NA,"upper","revival","","w","g","g",1,0.510294176783646,NA,NA,NA
"LDTpractice",11,1,NA,"upper","picture","","w","g","g",1,0.472198541945545,NA,NA,NA
"LDTpractice",12,1,NA,"upper","curlecs","","nw","h","h",1,0.634467050840613,NA,NA,NA
"LDTpractice",13,1,NA,"upper","infinity","","w","g","g",1,0.486125588853611,NA,NA,NA
"LDTpractice",14,1,NA,"upper","summary","","w","g","g",1,0.433705983276013,NA,NA,NA
"LDTpractice",1,2,NA,"lower","crinklo","","nw","h","h",1,0.487548176024575,NA,NA,NA
"LDTpractice",2,2,NA,"lower","trotch","","nw","h","h",1,0.601165290310746,NA,NA,NA
"LDTpractice",3,2,NA,"lower","grutch","","nw","h","g",0,0.495157040306367,NA,NA,NA
"LDTpractice",4,2,NA,"lower","slumber","","w","g","g",1,0.489825885102618,NA,NA,NA
"LDTpractice",5,2,NA,"lower","umpire","","w","g","g",1,0.500505702482769,NA,NA,NA
"LDTpractice",6,2,NA,"lower","turative","","nw","h","g",0,0.814420554903336,NA,NA,NA
"LDTpractice",7,2,NA,"lower","julled","","nw","h","h",1,0.599549825303257,NA,NA,NA
"LDTpractice",8,2,NA,"lower","lurshing","","nw","h","h",1,0.680203847150551,NA,NA,NA
"LDTpractice",9,2,NA,"lower","unscrew","","w","g","g",1,0.491668638045667,NA,NA,NA
"LDTpractice",10,2,NA,"lower","busted","","w","g","g",1,0.519207909354009,NA,NA,NA
"LDTpractice",11,2,NA,"lower","reputable","","w","g","g",1,0.46453866615775,NA,NA,NA
"LDTpractice",12,2,NA,"lower","latador","","nw","h","h",1,0.580520722200163,NA,NA,NA
"LDTpractice",13,2,NA,"lower","sponsor","","w","g","g",1,0.474909396056319,NA,NA,NA
"LDTpractice",14,2,NA,"lower","hiring","","w","g","g",1,0.454235247307224,NA,NA,NA
"experimental",1,1,"hd","upper","digested","w","w","g","g",1,0.770477914775256,NA,NA,NA
"experimental",1,2,"hd","upper","nimono","nw","nw","h","h",1,0.682303166860947,NA,NA,NA
"experimental",1,3,"hd","upper","fillings","w","w","g","g",1,0.64631379416096,NA,NA,NA
