demoRace_loop.thisRepN,demoRace_loop.thisTrialN,demoRace_loop.thisN,demoRace_loop.thisIndex,LDTunderstand.thisRepN,LDTunderstand.thisTrialN,LDTunderstand.thisN,LDTunderstand.thisIndex,pracBlocks.thisRepN,pracBlocks.thisTrialN,pracBlocks.thisN,pracBlocks.thisIndex,pracTrial.thisRepN,pracTrial.thisTrialN,pracTrial.thisN,pracTrial.thisIndex,PMunderstand.thisRepN,PMunderstand.thisTrialN,PMunderstand.thisN,PMunderstand.thisIndex,LDT_block.thisRepN,LDT_block.thisTrialN,LDT_block.thisN,LDT_block.thisIndex,LDT_trial.thisRepN,LDT_trial.thisTrialN,LDT_trial.thisN,LDT_trial.thisIndex,ageTextbox.text,genderTextbox.text,race,raceResp,LDTunderstand,stim,word_type,corr_key,stim_location,LDTpracKey.keys,LDTpracKey.corr,LDTpracKey.rt,PMunderstand,cueTextbox.text,intentionTextbox.text,block_type,role,block_desc,LDTResp.keys,LDTResp.corr,LDTResp.rt,pressedQ,PM_accuracy,pressedQ_late,pressedQ_blank,postQ1,Q2Textbox.text,Q3Textbox.text,Q4,Q5,Q6Key.keys,Q6Key.rt,postQ7_correct,postQ7,Q8Textbox.text,education,medTextbox.text,health,healthLimit,psych,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,latador,nw,h,upper,h,1,0.422113424167037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,grimace,w,g,upper,h,0,0.459479340352118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,slumber,w,g,upper,h,0,0.5754540078341961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,grutch,nw,h,upper,h,1,0.662804544903338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,unscrew,w,g,lower,g,1,1.2958074463531375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,sponsor,w,g,lower,g,1,0.5726287220604718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,umpire,w,g,lower,g,1,0.5724793076515198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,grocus,nw,h,lower,h,1,0.5474637555889785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,lurshing,nw,h,lower,h,1,0.5479584825225174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,reputable,w,g,lower,g,1,0.6214228589087725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,trotch,nw,h,lower,h,1,0.49076515622437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,overshoot,w,g,lower,g,1,0.8214165805839002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,hasking,nw,h,lower,h,1,0.5057714693248272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,crinklo,nw,h,lower,h,1,0.5237778378650546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,curlecs,nw,h,lower,h,1,0.9651523996144533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,busted,w,g,lower,g,1,0.5892043365165591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,infinity,w,g,lower,h,0,0.6275995499454439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,raestro,nw,h,lower,h,1,0.48922362457960844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,insole,w,g,upper,,,,,animal,"
q ",1,w,HiDemTar,h,0,0.7116499957628548,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,micron,w,g,upper,,,,,,,1,w,HiDemTar,h,0,0.4902583556249738,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,thamp,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.6854898403398693,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,disuse,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.5449351845309138,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,fission,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.601343406829983,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,childhood,w,g,upper,,,,,,,1,w,HiDemTar,h,0,0.43063244642689824,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,saturate,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.7166721224784851,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,otoist,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.5198046285659075,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,trembla,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.5383778647519648,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,minister,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.5877995416522026,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,birn,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.9310889896005392,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,pressures,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.5890422449447215,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,spider,target,q,upper,,,,,,,1,target,HiDemTar,q,1,1.1884523155167699,1,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,butled,nw,h,upper,,,,,,,1,aftertar1,HiDemTar,h,1,0.9469763934612274,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,lofty,w,g,upper,,,,,,,1,aftertar2,HiDemTar,h,0,0.9960778104141355,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,dounger,nw,h,upper,,,,,,,1,aftertar3,HiDemTar,h,1,0.8274707216769457,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,handcuff,w,g,upper,,,,,,,1,nw,HiDemTar,g,1,0.6735499887727201,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,bellicove,nw,h,upper,,,,,,,1,w,HiDemTar,h,1,0.6214702492579818,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,pircus,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.4914349541068077,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,mitro,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.5108277047984302,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,peadgear,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.5935485153459013,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,analysis,w,g,upper,,,,,,,1,nw,HiDemTar,g,1,0.6247996194288135,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,cripet,nw,h,upper,,,,,,,1,w,HiDemTar,h,1,0.9028297909535468,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,abstain,w,g,upper,,,,,,,1,nw,HiDemTar,g,1,0.6176712051965296,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,drobate,nw,h,upper,,,,,,,1,w,HiDemTar,g,0,0.6305135791189969,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,blocking,w,g,upper,,,,,,,1,nw,HiDemTar,g,1,0.46851089783012867,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,shimble,nw,h,upper,,,,,,,1,w,HiDemTar,h,1,0.6725077116861939,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,cessation,w,g,upper,,,,,,,1,nw,HiDemTar,h,0,0.4844698398374021,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,fallacy,w,g,upper,,,,,,,1,w,HiDemTar,h,0,0.5199283859692514,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,glating,nw,h,upper,,,,,,,1,w,HiDemTar,h,1,0.7138821529224515,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,probable,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.8195264162495732,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,irfirm,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.5774818146601319,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,brother,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.6174949272535741,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,ofsters,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.5354819470085204,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,subber,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.5207795933820307,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,army,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.5868423851206899,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,fillings,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.8902204432524741,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,opert,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.5174191333353519,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,phonology,w,g,upper,,,,,,,1,w,HiDemTar,h,0,0.6384775047190487,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,digar,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.8918504165485501,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,peems,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,1.0631363955326378,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,edasion,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.6678740615025163,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,even,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.5678441487252712,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,leather,w,g,upper,,,,,,,1,w,HiDemTar,h,0,0.6878828816115856,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,latirizes,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.6413393141701818,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,forgive,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.5605406635440886,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,naxis,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.6723335459828377,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,thesis,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.7642522319220006,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,butterfly,target,q,upper,,,,,,,1,target,HiDemTar,g,0,0.6289029247127473,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,committed,w,g,upper,,,,,,,1,aftertar1,HiDemTar,h,0,0.6749188639223576,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,smallash,nw,h,upper,,,,,,,1,aftertar2,HiDemTar,q,0,2.302826893515885,,,1,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,21,0,21,0,,,,,,kickoff,w,g,upper,,,,,,,1,aftertar3,HiDemTar,g,1,1.6722955130971968,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,22,0,22,0,,,,,,markot,nw,h,upper,,,,,,,1,w,HiDemTar,h,1,0.6853814772330225,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,23,0,23,0,,,,,,regional,w,g,upper,,,,,,,1,nw,HiDemTar,h,0,0.8558965395204723,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,24,0,24,0,,,,,,soluced,nw,h,upper,,,,,,,1,w,HiDemTar,h,1,0.7485054889693856,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,25,0,25,0,,,,,,sullen,w,g,upper,,,,,,,1,nw,HiDemTar,g,1,0.7417740034870803,,,,,,,,,,,,,,,,,,,,352,2023-11-14_10h41.18.936,leap3,2022.2.5,59.9947303133085,
