demoRace_loop.thisRepN,demoRace_loop.thisTrialN,demoRace_loop.thisN,demoRace_loop.thisIndex,LDTunderstand.thisRepN,LDTunderstand.thisTrialN,LDTunderstand.thisN,LDTunderstand.thisIndex,pracBlocks.thisRepN,pracBlocks.thisTrialN,pracBlocks.thisN,pracBlocks.thisIndex,pracTrial.thisRepN,pracTrial.thisTrialN,pracTrial.thisN,pracTrial.thisIndex,PMunderstand.thisRepN,PMunderstand.thisTrialN,PMunderstand.thisN,PMunderstand.thisIndex,LDT_block.thisRepN,LDT_block.thisTrialN,LDT_block.thisN,LDT_block.thisIndex,LDT_trial.thisRepN,LDT_trial.thisTrialN,LDT_trial.thisN,LDT_trial.thisIndex,ageTextbox.text,genderTextbox.text,race,raceResp,LDTunderstand,stim,word_type,corr_key,stim_location,LDTpracKey.keys,LDTpracKey.corr,LDTpracKey.rt,PMunderstand,cueTextbox.text,intentionTextbox.text,block_type,role,block_desc,LDTResp.keys,LDTResp.corr,LDTResp.rt,pressedQ,PM_accuracy,postQ1,Q2Textbox.text,Q3Textbox.text,Q4,Q5,Q6Key.keys,Q6Key.rt,postQ7_correct,postQ7,Q8Textbox.text,education,medTextbox.text,health,healthLimit,psych,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"
20", female ,American Indian or Alaska Native,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,2023-11-21_09h50.20.582,leap3,2022.2.5,59.96788815911237,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,2023-11-21_09h50.20.582,leap3,2022.2.5,59.96788815911237,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Black or African American,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,2023-11-21_09h50.20.582,leap3,2022.2.5,59.96788815911237,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Native Hawaiian or other Pacific Islander,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,2023-11-21_09h50.20.582,leap3,2022.2.5,59.96788815911237,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,White,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,2023-11-21_09h50.20.582,leap3,2022.2.5,59.96788815911237,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,2023-11-21_09h50.20.582,leap3,2022.2.5,59.96788815911237,
,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,julled,nw,h,lower,h,1,1.044656653655693,,,,,,,,,,,,,,,,,,,,,,,,,,,355,2023-11-21_09h50.20.582,leap3,2022.2.5,59.96788815911237,
,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,lumbigo,nw,h,lower,h,1,0.9036543868714944,,,,,,,,,,,,,,,,,,,,,,,,,,,355,2023-11-21_09h50.20.582,leap3,2022.2.5,59.96788815911237,
,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,sponsor,w,g,lower,g,1,0.5355510087683797,,,,,,,,,,,,,,,,,,,,,,,,,,,355,2023-11-21_09h50.20.582,leap3,2022.2.5,59.96788815911237,
,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,curlecs,nw,h,lower,h,1,0.611397776985541,,,,,,,,,,,,,,,,,,,,,,,,,,,355,2023-11-21_09h50.20.582,leap3,2022.2.5,59.96788815911237,
