demoRace_loop.thisRepN,demoRace_loop.thisTrialN,demoRace_loop.thisN,demoRace_loop.thisIndex,LDTunderstand.thisRepN,LDTunderstand.thisTrialN,LDTunderstand.thisN,LDTunderstand.thisIndex,pracBlocks.thisRepN,pracBlocks.thisTrialN,pracBlocks.thisN,pracBlocks.thisIndex,pracTrial.thisRepN,pracTrial.thisTrialN,pracTrial.thisN,pracTrial.thisIndex,PMunderstand.thisRepN,PMunderstand.thisTrialN,PMunderstand.thisN,PMunderstand.thisIndex,LDT_block.thisRepN,LDT_block.thisTrialN,LDT_block.thisN,LDT_block.thisIndex,LDT_trial.thisRepN,LDT_trial.thisTrialN,LDT_trial.thisN,LDT_trial.thisIndex,ageTextbox.text,genderTextbox.text,race,raceResp,LDTunderstand,stim,word_type,corr_key,stim_location,LDTpracKey.keys,LDTpracKey.corr,LDTpracKey.rt,PMunderstand,cueTextbox.text,intentionTextbox.text,block_type,role,block_desc,LDTResp.keys,LDTResp.corr,LDTResp.rt,pressedQ,PM_accuracy,pressedQ_late,pressedQ_blank,postQ1,Q2Textbox.text,Q3Textbox.text,Q4,Q5,Q6Key.keys,Q6Key.rt,postQ7_correct,postQ7,Q8Textbox.text,education,medTextbox.text,health,healthLimit,psych,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,hackal,nw,h,lower,,,,,,,1,nw,HiDemTar,h,1,0.685874762275489,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,overcoat,w,g,lower,,,,,,,1,w,HiDemTar,g,1,0.6411995486123487,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,rualify,nw,h,lower,,,,,,,1,nw,HiDemTar,h,1,0.8385627668321831,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,digar,nw,h,lower,,,,,,,1,nw,HiDemTar,h,1,0.63577089800674,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,pracking,nw,h,lower,,,,,,,1,nw,HiDemTar,h,1,0.7130666120210662,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,committed,w,g,lower,,,,,,,1,w,HiDemTar,g,1,0.595772443441092,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,retain,w,g,lower,,,,,,,1,w,HiDemTar,g,1,0.6269751861109398,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,pepperoni,w,g,lower,,,,,,,1,w,HiDemTar,g,1,0.5769661006343085,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,peems,nw,h,lower,,,,,,,1,nw,HiDemTar,h,1,0.6799749343772419,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,rantho,nw,h,lower,,,,,,,1,nw,HiDemTar,h,1,0.6199476719048107,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,dolphin,target,q,lower,,,,,,,1,target,HiDemTar,q,1,0.6898569800687255,1,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,rootsie,nw,h,lower,,,,,,,1,aftertar1,HiDemTar,g,0,0.7251656962907873,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,admire,w,g,lower,,,,,,,1,aftertar2,HiDemTar,g,1,0.6471736299426993,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,checkout,w,g,upper,,,,,,,4,w,LoDemTar,g,1,0.6283875106164487,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,treason,w,g,upper,,,,,,,4,w,LoDemTar,g,1,0.5601274738874054,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,ugifies,nw,h,upper,,,,,,,4,nw,LoDemTar,h,1,0.6807582175679272,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,border,w,g,upper,,,,,,,4,w,LoDemTar,g,1,0.8213580042356625,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,disperse,w,g,upper,,,,,,,4,w,LoDemTar,g,1,1.867717201312189,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,nogwhell,nw,h,upper,,,,,,,4,nw,LoDemTar,h,1,0.6479704960802337,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,equitable,w,g,upper,,,,,,,4,w,LoDemTar,g,1,0.674846315960167,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,implode,w,g,upper,,,,,,,4,w,LoDemTar,h,0,0.6890969388041412,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,dislokes,nw,h,upper,,,,,,,4,nw,LoDemTar,h,1,0.8355573137232568,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,pakened,nw,h,upper,,,,,,,4,nw,LoDemTar,h,1,0.7127255291561596,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,grolific,nw,h,upper,,,,,,,4,nw,LoDemTar,h,1,0.6433885157457553,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,consonant,w,g,upper,,,,,,,4,w,LoDemTar,g,1,0.8006446158542531,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,condensed,w,g,upper,,,,,,,4,w,LoDemTar,g,1,0.6393042749259621,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,elormity,nw,h,upper,,,,,,,4,nw,LoDemTar,h,1,0.7086521546880249,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,lutton,nw,h,upper,,,,,,,4,nw,LoDemTar,h,1,0.7112815111322561,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,contusiok,nw,h,upper,,,,,,,4,nw,LoDemTar,h,1,0.7379040845262352,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,dreaded,w,g,upper,,,,,,,4,w,LoDemTar,g,1,0.5543849063105881,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,legalosm,nw,h,upper,,,,,,,4,nw,LoDemTar,h,1,0.6599108108057408,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,pocket,w,g,upper,,,,,,,4,w,LoDemTar,g,1,0.5674900340964086,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,splum,nw,h,upper,,,,,,,4,nw,LoDemTar,h,1,0.5434953078947728,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,satisfies,w,g,upper,,,,,,,4,w,LoDemTar,g,1,0.6487809451646172,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,21,0,21,0,,,,,,unlined,w,g,upper,,,,,,,4,w,LoDemTar,g,1,0.614121191916638,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,22,0,22,0,,,,,,nollow,nw,h,upper,,,,,,,4,nw,LoDemTar,h,1,0.6447383587074,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,23,0,23,0,,,,,,spiud,nw,h,upper,,,,,,,4,nw,LoDemTar,h,1,0.6580327421834227,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,24,0,24,0,,,,,,release,w,g,upper,,,,,,,4,w,LoDemTar,g,1,0.5895864681660896,,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,25,0,25,0,,,,,,ladybug,target,q,upper,,,,,,,4,target,LoDemTar,q,1,0.5807095604395727,1,,,,,,,,,,,,,,,,,,,303,2023-11-16_15h27.49.986,leap3,2022.2.5,59.98924423594591,
