demoRace_loop.thisRepN,demoRace_loop.thisTrialN,demoRace_loop.thisN,demoRace_loop.thisIndex,LDTunderstand.thisRepN,LDTunderstand.thisTrialN,LDTunderstand.thisN,LDTunderstand.thisIndex,pracBlocks.thisRepN,pracBlocks.thisTrialN,pracBlocks.thisN,pracBlocks.thisIndex,pracTrial.thisRepN,pracTrial.thisTrialN,pracTrial.thisN,pracTrial.thisIndex,PMunderstand.thisRepN,PMunderstand.thisTrialN,PMunderstand.thisN,PMunderstand.thisIndex,LDT_block.thisRepN,LDT_block.thisTrialN,LDT_block.thisN,LDT_block.thisIndex,LDT_trial.thisRepN,LDT_trial.thisTrialN,LDT_trial.thisN,LDT_trial.thisIndex,ageTextbox.text,genderTextbox.text,race,raceResp,LDTunderstand,stim,word_type,corr_key,stim_location,LDTpracKey.keys,LDTpracKey.corr,LDTpracKey.rt,PMunderstand,cueTextbox.text,intentionTextbox.text,block_type,role,block_desc,lateQResp.keys,LDTResp.keys,LDTResp.corr,LDTResp.rt,blankQResp.keys,pressedQ,blankQResp.rt,PM_corr,lateQResp.rt,postQ1,Q2Textbox.text,Q3Textbox.text,Q4,Q5,Q6Key.keys,Q6Key.rt,postQ7_correct,postQ7,Q8Textbox.text,education,medTextbox.text,health,healthLimit,psych,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"
18", female,American Indian or Alaska Native,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Black or African American,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Native Hawaiian or other Pacific Islander,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,White,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,umpire,w,g,lower,g,1,0.6909893385600299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,overshoot,w,g,lower,g,1,0.5304180211387575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,lumbigo,nw,h,lower,h,1,0.5743937906809151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,slumber,w,g,lower,g,1,0.5975784866604954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,unscrew,w,g,lower,g,1,0.6240112911909819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,picture,w,g,lower,g,1,0.48032576870173216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,raestro,nw,h,lower,h,1,0.5703166876919568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,treeps,nw,h,lower,g,0,0.44999695545993745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,alolition,nw,h,lower,h,1,0.6230594706721604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,infinity,w,g,lower,g,1,0.6268839687108994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,latador,nw,h,lower,h,1,0.5526088506449014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,trotch,nw,h,lower,h,1,0.594302237033844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,tricycle,w,g,lower,g,1,0.6078978779260069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,grutch,nw,h,lower,h,1,0.5420669815503061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,sponsor,w,g,upper,g,1,0.5035664152819663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,busted,w,g,upper,g,1,0.440696922596544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,curlecs,nw,h,upper,h,1,0.49342844914644957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,revival,w,g,upper,g,1,0.5440186278428882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,hiring,w,g,upper,h,0,0.4566150058526546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,grimace,w,g,upper,g,1,0.684676201781258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,julled,nw,h,upper,h,1,0.5422308603301644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,crinklo,nw,h,upper,h,1,0.5648242686875165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,grocus,nw,h,upper,h,1,0.4703288378659636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,reputable,w,g,upper,g,1,0.5056600896641612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,turative,nw,h,upper,h,1,0.6436221075709909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,hasking,nw,h,upper,h,1,0.5924624919425696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,summary,w,g,upper,g,1,0.5192395080812275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,lurshing,nw,h,upper,h,1,0.5836259545758367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,mandlers,nw,h,lower,,,,,animal,"
q",1,nw,HiDemTar,None,h,1,0.7788726780563593,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,living,w,g,lower,,,,,,,1,w,HiDemTar,None,h,0,0.5789224705658853,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,peems,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.5709390956908464,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,glates,nw,h,lower,,,,,,,1,nw,HiDemTar,None,g,0,0.5619870154187083,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,hardest,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.69864098331891,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,uncle,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.4780185555573553,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,persona,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.6099640736356378,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,talate,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.4966345124412328,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,criminal,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.5318743893876672,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,collision,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.6860259661916643,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,gigoho,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.5933037360664457,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,abhorrent,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.6885801563039422,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,reloant,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.6759866585489362,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,minister,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.6149122167844325,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,cessation,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.6056452908087522,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,baladroit,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.6343253855593503,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,alticles,nw,h,lower,,,,,,,1,nw,HiDemTar,None,g,0,0.6417148243635893,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,gaioty,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.7591701559722424,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,rodeo,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.6957987640053034,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,brother,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.6752026893664151,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,lancos,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.7192738067824394,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,slogan,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.6573654047679156,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,extruded,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.6599258848000318,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,sludding,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.6737794277723879,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,marvel,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.605778711149469,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,fabstand,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.6765143810771406,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,ucility,nw,h,lower,,,,,,,1,nw,HiDemTar,None,g,0,0.544502649223432,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,cayward,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.7699070239905268,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,porcupine,target,q,lower,,,,,,,1,target,HiDemTar,None,g,0,0.625947377178818,q,q,0.239995852811262,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,scack,nw,h,lower,,,,,,,1,aftertar1,HiDemTar,None,h,1,0.8479854520410299,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,number,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.6124057006090879,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,maximized,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.5684590646997094,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,purpose,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.47500418103300035,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,cherry,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.5030416722875088,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,saucer,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.6337936900090426,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,elderly,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.5431456014048308,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,twarfs,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.6004534817766398,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,houted,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.7342351032420993,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,forecast,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.6073406904470176,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,define,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.5350592641625553,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,tucker,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.5369513179175556,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,egcused,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.6584129040129483,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,poars,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,1.143074686639011,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,natch,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.6484878147020936,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,deficit,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,1.2538278761785477,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,permeable,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.7625665829982609,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,squadroim,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.7615627849008888,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,coster,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,g,0,0.7062022467143834,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,tentacle,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.9970418917946517,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,joses,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.5323594042565674,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,prawls,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.5583803600165993,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,21,0,21,0,,,,,,hinsome,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.6150459684431553,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,22,0,22,0,,,,,,slears,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.7337858437094837,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,23,0,23,0,,,,,,amidst,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.639036483829841,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,24,0,24,0,,,,,,baults,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.7404770604334772,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,25,0,25,0,,,,,,hasks,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.7087577609345317,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,26,0,26,0,,,,,,vivid,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.5915487443562597,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,27,0,27,0,,,,,,glating,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.6148718264885247,None,,,,,,,,,,,,,,,,,,,,325,2023-11-09_10h53.21.779,leap3,2022.2.5,60.09037840812557,
