demoRace_loop.thisRepN,demoRace_loop.thisTrialN,demoRace_loop.thisN,demoRace_loop.thisIndex,LDTunderstand.thisRepN,LDTunderstand.thisTrialN,LDTunderstand.thisN,LDTunderstand.thisIndex,pracBlocks.thisRepN,pracBlocks.thisTrialN,pracBlocks.thisN,pracBlocks.thisIndex,pracTrial.thisRepN,pracTrial.thisTrialN,pracTrial.thisN,pracTrial.thisIndex,PMunderstand.thisRepN,PMunderstand.thisTrialN,PMunderstand.thisN,PMunderstand.thisIndex,LDT_block.thisRepN,LDT_block.thisTrialN,LDT_block.thisN,LDT_block.thisIndex,LDT_trial.thisRepN,LDT_trial.thisTrialN,LDT_trial.thisN,LDT_trial.thisIndex,ageTextbox.text,genderTextbox.text,race,raceResp,LDTunderstand,stim,word_type,corr_key,stim_location,LDTpracKey.keys,LDTpracKey.corr,LDTpracKey.rt,PMunderstand,cueTextbox.text,intentionTextbox.text,block_type,role,block_desc,lateQResp.keys,LDTResp.keys,LDTResp.corr,LDTResp.rt,blankQResp.keys,pressedQ,PM_corr,lateQResp.rt,blankQResp.rt,postQ1,Q2Textbox.text,Q3Textbox.text,Q4,Q5,Q6Key.keys,Q6Key.rt,postQ7_correct,postQ7,Q8Textbox.text,education,medTextbox.text,health,healthLimit,psych,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,busted,w,g,upper,g,1,0.5788198225200176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,treeps,nw,h,upper,h,1,0.5860939649865031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,grutch,nw,h,upper,g,0,0.5047312704846263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,crinklo,nw,h,upper,h,1,0.41866493970155716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,picture,w,g,upper,g,1,0.5040343124419451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,hiring,w,g,upper,g,1,0.5379528412595391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,julled,nw,h,upper,h,1,0.6334991911426187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,infinity,w,g,upper,g,1,0.5667397174984217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,alolition,nw,h,upper,h,1,0.6149188727140427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,reputable,w,g,upper,g,1,0.6516071232035756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,slending,nw,h,lower,,,,,"animal
",q ,1,nw,HiDemTar,None,h,1,0.6591052338480949,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,function,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.5436444142833352,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,posing,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.7917962232604623,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,revising,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.5663270968943834,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,nauling,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.6394536709412932,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,clattest,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.7173798680305481,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,encounter,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.6391122853383422,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,dricked,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.7485431637614965,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,burning,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.7097906013950706,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,lecked,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.6883877385407686,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,outfit,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.5797377303242683,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,mitten,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.6677938178181648,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,jinds,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.622806966304779,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,absent,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.5646675582975149,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,attrove,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.7332550594583154,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,buzzer,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.6134519102051854,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,contund,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,1.013880167156458,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,appain,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.6684874556958675,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,noblin,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.5444775046780705,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,standard,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.6817402252927423,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,turntable,w,g,lower,,,,,,,1,w,HiDemTar,None,h,0,1.3978736139833927,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,elephant,target,q,lower,,,,,,,1,target,HiDemTar,None,q,1,0.6931025441735983,None,q,1,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,desert,w,g,lower,,,,,,,1,aftertar1,HiDemTar,None,g,1,0.9354692082852125,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,priant,nw,h,lower,,,,,,,1,aftertar2,HiDemTar,None,h,1,0.6087241256609559,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,tunneg,nw,h,lower,,,,,,,1,aftertar3,HiDemTar,None,h,1,0.6553696105256677,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,senior,w,g,lower,,,,,,,1,nw,HiDemTar,None,g,1,0.6989553021267056,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,cegalia,nw,h,lower,,,,,,,1,w,HiDemTar,None,h,1,0.6542057003825903,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,static,w,g,lower,,,,,,,1,nw,HiDemTar,None,g,1,0.7952230591326952,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,sefraud,nw,h,lower,,,,,,,1,w,HiDemTar,None,h,1,0.7152905035763979,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,sonnet,w,g,lower,,,,,,,1,nw,HiDemTar,None,g,1,0.7098814565688372,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,upstairs,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.5513556264340878,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,phraining,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.5918631115928292,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,fonducts,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.6233436446636915,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,outlaved,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,g,0,0.7732294881716371,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,vorm,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.709271127358079,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,dests,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.775945782661438,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,ralliep,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.5918567730113864,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,reloant,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.6550885941833258,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,nomma,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.698797739110887,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,govern,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.6301124999299645,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,violate,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.7000277545303106,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,huffle,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.5994104230776429,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,arrow,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.6147317299619317,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,slogan,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.7654014620929956,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,beartiset,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.7340123867616057,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,dorth,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.7183901416137815,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,potent,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.951164498925209,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,alomalous,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.8242010027170181,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,permute,w,g,lower,,,,,,,2,w,HiDemNoTar,None,h,0,1.0307822320610285,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,parody,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.7328587379306555,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,jungle,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.8307564537972212,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,21,0,21,0,,,,,,demise,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.8448589146137238,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,22,0,22,0,,,,,,sampling,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.8901141062378883,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,23,0,23,0,,,,,,mineluyer,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.6605640472844243,None,,,,,,,,,,,,,,,,,,,,375,2023-11-09_09h44.39.653,leap3,2022.2.5,59.993082598239035,
