demoRace_loop.thisRepN,demoRace_loop.thisTrialN,demoRace_loop.thisN,demoRace_loop.thisIndex,LDTunderstand.thisRepN,LDTunderstand.thisTrialN,LDTunderstand.thisN,LDTunderstand.thisIndex,pracBlocks.thisRepN,pracBlocks.thisTrialN,pracBlocks.thisN,pracBlocks.thisIndex,pracTrial.thisRepN,pracTrial.thisTrialN,pracTrial.thisN,pracTrial.thisIndex,PMunderstand.thisRepN,PMunderstand.thisTrialN,PMunderstand.thisN,PMunderstand.thisIndex,LDT_block.thisRepN,LDT_block.thisTrialN,LDT_block.thisN,LDT_block.thisIndex,LDT_trial.thisRepN,LDT_trial.thisTrialN,LDT_trial.thisN,LDT_trial.thisIndex,ageTextbox.text,genderTextbox.text,race,raceResp,LDTunderstand,stim,word_type,corr_key,stim_location,LDTpracKey.keys,LDTpracKey.corr,LDTpracKey.rt,PMunderstand,cueTextbox.text,intentionTextbox.text,block_type,role,block_desc,LDTResp.keys,LDTResp.corr,LDTResp.rt,pressedQ,PM_accuracy,postQ1,Q2Textbox.text,Q3Textbox.text,Q4,Q5,Q6Key.keys,Q6Key.rt,postQ7_correct,postQ7,Q8Textbox.text,education,medTextbox.text,health,healthLimit,psych,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,curlecs,nw,h,lower,h,1,0.8509463052032515,,,,,,,,,,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,busted,w,g,lower,h,0,0.4624012317508459,,,,,,,,,,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,grocus,nw,h,upper,h,1,0.7382758584572002,,,,,,,,,,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,julled,nw,h,upper,h,1,0.704764376860112,,,,,,,,,,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,treeps,nw,h,upper,h,1,0.725936911185272,,,,,,,,,,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,tricycle,w,g,upper,g,1,0.4790136195952073,,,,,,,,,,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,hasking,nw,h,upper,h,1,0.6259507167851552,,,,,,,,,,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,reputable,w,g,upper,g,1,0.6634217854589224,,,,,,,,,,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,lurshing,nw,h,upper,h,1,0.6194375933846459,,,,,,,,,,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,overshoot,w,g,upper,g,1,0.5049068690277636,,,,,,,,,,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,summary,w,g,upper,g,1,0.523006419534795,,,,,,,,,,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,infinity,w,g,upper,g,1,0.44385904178489,,,,,,,,,,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,unscrew,w,g,upper,g,1,0.5363392364233732,,,,,,,,,,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,crinklo,nw,h,upper,h,1,0.6090161985484883,,,,,,,,,,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,trotch,nw,h,upper,h,1,0.6791194293182343,,,,,,,,,,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,sponsor,w,g,upper,g,1,0.6345628186827525,,,,,,,,,,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,observer,w,g,lower,,,,,"animal
","q
",1,w,HiDemTar,g,1,0.703251390834339,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,crazy,w,g,lower,,,,,,,1,w,HiDemTar,g,1,0.5692955150734633,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,vaporize,w,g,lower,,,,,,,1,w,HiDemTar,g,1,0.666144167073071,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,urique,nw,h,lower,,,,,,,1,nw,HiDemTar,h,1,0.7338494639843702,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,budget,w,g,lower,,,,,,,1,w,HiDemTar,g,1,0.5922306615393609,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,kraums,nw,h,lower,,,,,,,1,nw,HiDemTar,h,1,0.6476390569005162,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,oldest,w,g,lower,,,,,,,1,w,HiDemTar,g,1,0.5401157421292737,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,slightly,w,g,lower,,,,,,,1,w,HiDemTar,g,1,0.5815377901308239,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,dumult,nw,h,lower,,,,,,,1,nw,HiDemTar,h,1,0.6375397924566641,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,mubby,nw,h,lower,,,,,,,1,nw,HiDemTar,h,1,0.8269192927982658,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,gorilla,target,q,lower,,,,,,,1,target,HiDemTar,q,1,0.5450023228768259,1,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,leather,w,g,lower,,,,,,,1,aftertar1,HiDemTar,g,1,0.5703946646535769,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,shazer,nw,h,lower,,,,,,,1,aftertar2,HiDemTar,h,1,0.8904739755671471,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,miability,nw,h,lower,,,,,,,1,aftertar3,HiDemTar,h,1,0.7419229162624106,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,colored,w,g,lower,,,,,,,1,nw,HiDemTar,g,1,0.535356623120606,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,hindsight,w,g,lower,,,,,,,1,w,HiDemTar,g,1,0.656632550409995,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,hegacy,nw,h,lower,,,,,,,1,w,HiDemTar,h,1,0.620488406973891,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,splinging,nw,h,lower,,,,,,,1,nw,HiDemTar,h,1,0.738508269074373,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,naxis,nw,h,lower,,,,,,,1,nw,HiDemTar,h,1,0.5691948699532077,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,plashed,nw,h,lower,,,,,,,1,nw,HiDemTar,h,1,0.707792004221119,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,amkles,nw,h,lower,,,,,,,1,nw,HiDemTar,h,1,0.6850839712424204,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,threaded,w,g,lower,,,,,,,1,nw,HiDemTar,g,1,0.6021829312667251,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,decantel,nw,h,lower,,,,,,,1,w,HiDemTar,h,1,0.7295336464885622,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,duplex,w,g,lower,,,,,,,1,nw,HiDemTar,g,1,0.9235414934810251,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,volder,nw,h,lower,,,,,,,1,w,HiDemTar,h,1,0.6527696355478838,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,envelop,w,g,lower,,,,,,,1,nw,HiDemTar,g,1,0.7054827968822792,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,sequence,w,g,lower,,,,,,,1,w,HiDemTar,g,1,0.6842506701359525,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,coster,nw,h,lower,,,,,,,1,w,HiDemTar,h,1,0.6956245508044958,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,gestalion,nw,h,lower,,,,,,,1,nw,HiDemTar,h,1,0.9629913624376059,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,bickering,w,g,lower,,,,,,,1,nw,HiDemTar,h,0,1.0357785708038136,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,noils,nw,h,lower,,,,,,,2,nw,HiDemNoTar,h,1,0.7045455400366336,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,measure,w,g,lower,,,,,,,2,w,HiDemNoTar,g,1,0.6032198399771005,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,acroad,nw,h,lower,,,,,,,2,nw,HiDemNoTar,h,1,0.921985468477942,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,release,w,g,lower,,,,,,,2,w,HiDemNoTar,g,1,0.4841077806195244,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,permeable,w,g,lower,,,,,,,2,w,HiDemNoTar,g,1,0.8634749552002177,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,catgup,nw,h,lower,,,,,,,2,nw,HiDemNoTar,h,1,0.676206020754762,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,cervical,w,g,lower,,,,,,,2,w,HiDemNoTar,g,1,0.6962429879931733,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,heuls,nw,h,lower,,,,,,,2,nw,HiDemNoTar,h,1,0.5872864748816937,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,carbled,nw,h,lower,,,,,,,2,nw,HiDemNoTar,h,1,0.6590669018914923,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,meteoroid,w,g,lower,,,,,,,2,w,HiDemNoTar,h,0,0.5829997914843261,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,artifact,w,g,lower,,,,,,,2,w,HiDemNoTar,g,1,0.5989026981405914,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,chonemic,nw,h,lower,,,,,,,2,nw,HiDemNoTar,h,1,0.7665190367260948,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,reconcile,w,g,lower,,,,,,,2,w,HiDemNoTar,g,1,0.8309361546998844,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,pakened,nw,h,lower,,,,,,,2,nw,HiDemNoTar,h,1,0.861052853288129,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,statute,w,g,lower,,,,,,,2,w,HiDemNoTar,g,1,0.649626465048641,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,golemic,nw,h,lower,,,,,,,2,nw,HiDemNoTar,h,1,0.8873079613549635,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,talent,w,g,lower,,,,,,,2,w,HiDemNoTar,g,1,0.5706492568133399,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,describe,w,g,lower,,,,,,,2,w,HiDemNoTar,g,1,0.6418453467776999,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,mosary,nw,h,lower,,,,,,,2,nw,HiDemNoTar,h,1,0.7032388101797551,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,pexts,nw,h,lower,,,,,,,2,nw,HiDemNoTar,h,1,0.617937519098632,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,scarlet,w,g,lower,,,,,,,2,w,HiDemNoTar,g,1,0.7440361306071281,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,21,0,21,0,,,,,,hecture,nw,h,lower,,,,,,,2,nw,HiDemNoTar,h,1,0.817518915166147,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,22,0,22,0,,,,,,cartles,nw,h,lower,,,,,,,2,nw,HiDemNoTar,h,1,0.6475003388477489,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,23,0,23,0,,,,,,smolvers,nw,h,lower,,,,,,,2,nw,HiDemNoTar,h,1,0.6928958788048476,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,24,0,24,0,,,,,,bentler,nw,h,lower,,,,,,,2,nw,HiDemNoTar,h,1,0.7123259962536395,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,25,0,25,0,,,,,,diatonic,w,g,lower,,,,,,,2,w,HiDemNoTar,h,0,0.9230875975918025,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,26,0,26,0,,,,,,calcify,w,g,lower,,,,,,,2,w,HiDemNoTar,h,0,0.685354454559274,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,27,0,27,0,,,,,,efcorted,nw,h,lower,,,,,,,2,nw,HiDemNoTar,h,1,0.7836515342351049,,,,,,,,,,,,,,,,,,339,2023-11-27_14h09.58.703,leap3,2022.2.5,60.094483406985056,
