demoRace_loop.thisRepN,demoRace_loop.thisTrialN,demoRace_loop.thisN,demoRace_loop.thisIndex,LDTunderstand.thisRepN,LDTunderstand.thisTrialN,LDTunderstand.thisN,LDTunderstand.thisIndex,pracBlocks.thisRepN,pracBlocks.thisTrialN,pracBlocks.thisN,pracBlocks.thisIndex,pracTrial.thisRepN,pracTrial.thisTrialN,pracTrial.thisN,pracTrial.thisIndex,PMunderstand.thisRepN,PMunderstand.thisTrialN,PMunderstand.thisN,PMunderstand.thisIndex,LDT_block.thisRepN,LDT_block.thisTrialN,LDT_block.thisN,LDT_block.thisIndex,LDT_trial.thisRepN,LDT_trial.thisTrialN,LDT_trial.thisN,LDT_trial.thisIndex,ageTextbox.text,genderTextbox.text,race,raceResp,LDTunderstand,stim,word_type,corr_key,stim_location,LDTpracKey.keys,LDTpracKey.corr,LDTpracKey.rt,PMunderstand,cueTextbox.text,intentionTextbox.text,block_type,role,block_desc,lateQResp.keys,LDTResp.keys,LDTResp.corr,LDTResp.rt,blankQResp.keys,pressedQ,PM_corr,blankQResp.rt,postQ1,Q2Textbox.text,Q3Textbox.text,Q4,Q5,Q6Key.keys,Q6Key.rt,postQ7_correct,postQ7,Q8Textbox.text,education,medTextbox.text,health,healthLimit,psych,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,18 ,Female,American Indian or Alaska Native,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Black or African American,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Native Hawaiian or other Pacific Islander,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,White,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,revival,w,g,upper,h,0,4.961824055761099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,grimace,w,g,upper,g,1,0.527137512806803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,julled,nw,h,upper,h,1,0.8413566998206079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,overshoot,w,g,upper,g,1,0.4994186204858124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,lumbigo,nw,h,upper,g,0,0.4085545865818858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,turative,nw,h,upper,h,1,0.7744710734114051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,infinity,w,g,upper,h,0,0.6049991934560239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,alolition,nw,h,upper,g,0,0.3881901912391186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,picture,w,g,upper,h,0,0.3949147341772914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,grocus,nw,h,upper,h,1,0.38453875109553337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,unscrew,w,g,upper,h,0,0.463178894482553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,busted,w,g,upper,g,1,0.3711174353957176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,raestro,nw,h,upper,h,1,0.6744257663376629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,treeps,nw,h,upper,g,0,0.27776195807382464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,sponsor,w,g,lower,g,1,0.6715530906803906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,reputable,w,g,lower,g,1,0.49097656924277544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,latador,nw,h,lower,h,1,0.558921979740262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,tricycle,w,g,lower,h,0,0.6388944750651717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,curlecs,nw,h,lower,g,0,0.8585363100282848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,hasking,nw,h,lower,g,0,0.7173097431659698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,summary,w,g,lower,h,0,0.671757138799876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,lurshing,nw,h,lower,h,1,0.5631508529186249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,hiring,w,g,lower,h,0,0.48308237036690116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,grutch,nw,h,lower,g,0,0.6064531896263361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,umpire,w,g,lower,h,0,0.39564248686656356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,slumber,w,g,lower,g,1,0.3061660430394113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,crinklo,nw,h,lower,h,1,0.7161482367664576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,trotch,nw,h,lower,h,1,0.6142043136060238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,roodies,nw,h,lower,,,,,animal,"
q
",3,nw,LoDemNoTar,None,h,1,0.7092259847559035,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,talate,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.6398317096754909,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,usually,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.6291559925302863,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,chappef,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.603193546179682,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,trallion,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,1.0817477847449481,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,renown,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.620848867110908,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,boulder,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.5227737133391201,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,glocked,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,g,0,0.628851127345115,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,gymnasium,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.5530414003878832,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,congraks,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.9222905775532126,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,menarthe,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.7571094501763582,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,penalize,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.5794478631578386,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,redefloy,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.558185473550111,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,suddenly,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.5585449729114771,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,ottans,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.6466881595551968,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,veirs,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,g,0,0.8118182746693492,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,glapula,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,g,0,1.1466363929212093,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,listless,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.5639066775329411,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,mystery,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.6045041647739708,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,derived,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.4831327786669135,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,ignore,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.775125477463007,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,intrude,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.5031382781453431,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,criminal,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.5288909408263862,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,moozy,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.6909346729516983,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,enacted,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.5501521229743958,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,goltish,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.8154461719095707,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,guitar,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.4941193978302181,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,angry,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.4413701626472175,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,duries,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.6467545656487346,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,lovud,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.7080898331478238,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,sheepish,w,g,upper,,,,,,,2,w,HiDemNoTar,None,g,1,1.4846607269719243,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,sprea,nw,h,upper,,,,,,,2,nw,HiDemNoTar,None,h,1,0.7844440913759172,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,begut,nw,h,upper,,,,,,,2,nw,HiDemNoTar,None,g,0,1.1285080784000456,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,solidity,w,g,upper,,,,,,,2,w,HiDemNoTar,None,g,1,0.9224529713392258,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,snife,nw,h,upper,,,,,,,2,nw,HiDemNoTar,None,h,1,0.9324969230219722,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,runabouk,nw,h,upper,,,,,,,2,nw,HiDemNoTar,None,h,1,1.062470641452819,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,flooted,nw,h,upper,,,,,,,2,nw,HiDemNoTar,None,g,0,0.7062274385243654,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,nature,w,g,upper,,,,,,,2,w,HiDemNoTar,None,g,1,0.4848412317223847,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,partner,w,g,upper,,,,,,,2,w,HiDemNoTar,None,g,1,0.504203193821013,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,rarren,nw,h,upper,,,,,,,2,nw,HiDemNoTar,None,g,0,0.4668445219285786,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,nameplate,w,g,upper,,,,,,,2,w,HiDemNoTar,None,h,0,1.1035058065317571,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,sonnet,w,g,upper,,,,,,,2,w,HiDemNoTar,None,h,0,0.6981216450221837,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,insole,w,g,upper,,,,,,,2,w,HiDemNoTar,None,g,1,0.9095019330270588,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,planofoad,nw,h,upper,,,,,,,2,nw,HiDemNoTar,None,h,1,0.8561508147977293,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,euphoric,w,g,upper,,,,,,,2,w,HiDemNoTar,None,g,1,0.7247916194610298,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,vopings,nw,h,upper,,,,,,,2,nw,HiDemNoTar,None,h,1,0.6618755804374814,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,brimitar,nw,h,upper,,,,,,,2,nw,HiDemNoTar,None,h,1,0.6585845449008048,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,airbis,nw,h,upper,,,,,,,2,nw,HiDemNoTar,None,g,0,0.6471255356445909,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,issue,w,g,upper,,,,,,,2,w,HiDemNoTar,None,g,1,0.5564453266561031,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,vintnel,nw,h,upper,,,,,,,2,nw,HiDemNoTar,None,h,1,0.5651880172081292,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,fictional,w,g,upper,,,,,,,2,w,HiDemNoTar,None,g,1,0.5499070235528052,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,21,0,21,0,,,,,,forgive,w,g,upper,,,,,,,2,w,HiDemNoTar,None,g,1,0.45523126842454076,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,22,0,22,0,,,,,,expected,w,g,upper,,,,,,,2,w,HiDemNoTar,None,g,1,0.5369122177362442,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,23,0,23,0,,,,,,telecast,w,g,upper,,,,,,,2,w,HiDemNoTar,None,g,1,0.5720607666298747,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,24,0,24,0,,,,,,chrik,nw,h,upper,,,,,,,2,nw,HiDemNoTar,None,h,1,0.9390400564298034,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,25,0,25,0,,,,,,decant,w,g,upper,,,,,,,2,w,HiDemNoTar,None,g,1,0.8846638663671911,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,26,0,26,0,,,,,,series,w,g,upper,,,,,,,2,w,HiDemNoTar,None,g,1,0.4086919268593192,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,27,0,27,0,,,,,,bamps,nw,h,upper,,,,,,,2,nw,HiDemNoTar,None,h,1,0.5996257169172168,None,,,,,,,,,,,,,,,,,,,376,2023-11-09_09h54.26.752,leap3,2022.2.5,59.99473014569988,
