demoRace_loop.thisRepN,demoRace_loop.thisTrialN,demoRace_loop.thisN,demoRace_loop.thisIndex,LDTunderstand.thisRepN,LDTunderstand.thisTrialN,LDTunderstand.thisN,LDTunderstand.thisIndex,pracBlocks.thisRepN,pracBlocks.thisTrialN,pracBlocks.thisN,pracBlocks.thisIndex,pracTrial.thisRepN,pracTrial.thisTrialN,pracTrial.thisN,pracTrial.thisIndex,PMunderstand.thisRepN,PMunderstand.thisTrialN,PMunderstand.thisN,PMunderstand.thisIndex,LDT_block.thisRepN,LDT_block.thisTrialN,LDT_block.thisN,LDT_block.thisIndex,LDT_trial.thisRepN,LDT_trial.thisTrialN,LDT_trial.thisN,LDT_trial.thisIndex,ageTextbox.text,genderTextbox.text,race,raceResp,LDTunderstand,stim,word_type,corr_key,stim_location,LDTpracKey.keys,LDTpracKey.corr,LDTpracKey.rt,PMunderstand,cueTextbox.text,intentionTextbox.text,block_type,role,block_desc,lateQResp.keys,LDTResp.keys,LDTResp.corr,LDTResp.rt,blankQResp.keys,pressedQ,PM_corr,lateQResp.rt,blankQResp.rt,postQ1,Q2Textbox.text,Q3Textbox.text,Q4,Q5,Q6Key.keys,Q6Key.rt,postQ7_correct,postQ7,Q8Textbox.text,education,medTextbox.text,health,healthLimit,psych,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,9,0,9,0,,,,,,iguana,w,g,upper,,,,,,,1,w,HiDemTar,None,q,0,0.6622142014093697,None,q,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,10,0,10,0,,,,,,earmaff,nw,h,upper,,,,,,,1,nw,HiDemTar,None,h,1,0.5555016971193254,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,11,0,11,0,,,,,,doxing,nw,h,upper,,,,,,,1,nw,HiDemTar,None,h,1,0.9236040182877332,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,12,0,12,0,,,,,,grested,nw,h,upper,,,,,,,1,nw,HiDemTar,None,h,1,0.5812207190319896,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,13,0,13,0,,,,,,hostade,nw,h,upper,,,,,,,1,nw,HiDemTar,None,h,1,0.5563422788400203,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,14,0,14,0,,,,,,coupling,w,g,upper,,,,,,,1,w,HiDemTar,None,g,1,0.7563173163216561,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,15,0,15,0,,,,,,shillac,nw,h,upper,,,,,,,1,nw,HiDemTar,None,h,1,0.6043309245724231,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,16,0,16,0,,,,,,begut,nw,h,upper,,,,,,,1,nw,HiDemTar,None,h,1,0.5543591813184321,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,17,0,17,0,,,,,,module,w,g,upper,,,,,,,1,w,HiDemTar,None,g,1,0.5935331399086863,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,18,0,18,0,,,,,,oldest,w,g,upper,,,,,,,1,w,HiDemTar,None,g,1,0.5521648621652275,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,19,0,19,0,,,,,,alticles,nw,h,upper,,,,,,,1,nw,HiDemTar,None,h,1,0.6888009526301175,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,20,0,20,0,,,,,,oppose,w,g,upper,,,,,,,1,w,HiDemTar,None,g,1,0.5876033799722791,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,21,0,21,0,,,,,,manage,w,g,upper,,,,,,,1,w,HiDemTar,None,g,1,0.57886649412103,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,22,0,22,0,,,,,,veranpah,nw,h,upper,,,,,,,1,nw,HiDemTar,None,h,1,0.5543247503228486,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,23,0,23,0,,,,,,jaguar,target,q,upper,,,,,,,1,target,HiDemTar,None,g,0,0.5783659191802144,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,24,0,24,0,,,,,,irfirm,nw,h,upper,,,,,,,1,aftertar1,HiDemTar,None,q,0,0.27368365693837404,None,q,1,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,25,0,25,0,,,,,,carony,nw,h,upper,,,,,,,1,aftertar2,HiDemTar,None,h,1,1.0130288107320666,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,26,0,26,0,,,,,,resent,w,g,upper,,,,,,,1,aftertar3,HiDemTar,None,g,1,0.7228989759460092,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,27,0,27,0,,,,,,omission,w,g,upper,,,,,,,1,w,HiDemTar,None,g,1,0.8282395340502262,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,28,0,28,0,,,,,,nearsipe,nw,h,upper,,,,,,,1,w,HiDemTar,None,h,1,0.577591551002115,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,29,0,29,0,,,,,,legalosm,nw,h,upper,,,,,,,1,nw,HiDemTar,None,h,1,0.6568234201986343,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,0,0,0,0,,,,,,browting,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.8056861849036068,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,1,0,1,0,,,,,,senior,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.8270029949489981,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,2,0,2,0,,,,,,felevance,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.6800948558375239,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,3,0,3,0,,,,,,deakers,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.5796130525413901,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,4,0,4,0,,,,,,caution,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.9946985659189522,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,5,0,5,0,,,,,,tasher,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.6255106723401695,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,6,0,6,0,,,,,,mortgage,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.6628968636505306,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,7,0,7,0,,,,,,hecture,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.7869543542619795,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,8,0,8,0,,,,,,student,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.49765914189629257,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,9,0,9,0,,,,,,rational,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.5803983460646123,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,10,0,10,0,,,,,,alber,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.5957791055552661,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,11,0,11,0,,,,,,rainfall,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.5463734888471663,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,12,0,12,0,,,,,,nogwhell,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.7780893449671566,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,13,0,13,0,,,,,,migmarole,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.5374058482702821,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,14,0,14,0,,,,,,antique,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.7301503594499081,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,15,0,15,0,,,,,,edasion,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.5317217409610748,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,16,0,16,0,,,,,,eaglot,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.8849011694546789,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,17,0,17,0,,,,,,rejoiced,w,g,lower,,,,,,,3,w,LoDemNoTar,None,h,0,0.5762844942510128,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,18,0,18,0,,,,,,noblin,nw,h,lower,,,,,,,3,nw,LoDemNoTar,q,h,1,0.7357066746335477,None,q,,0.043629431165754795,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,19,0,19,0,,,,,,aicline,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.5851922114379704,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,20,0,20,0,,,,,,fission,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.7030762759968638,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,21,0,21,0,,,,,,dialogues,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.8167514724191278,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,22,0,22,0,,,,,,perform,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.5585034913383424,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,23,0,23,0,,,,,,acorn,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.7188983494415879,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,24,0,24,0,,,,,,sonkers,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.5453263204544783,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,25,0,25,0,,,,,,affluent,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.6659996334929019,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,26,0,26,0,,,,,,ilcurring,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.6535120776388794,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,27,0,27,0,,,,,,throttle,w,g,lower,,,,,,,3,w,LoDemNoTar,None,h,0,0.6410205487627536,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,28,0,28,0,,,,,,obviously,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.7100230769719929,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,29,0,29,0,,,,,,pypecast,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.7040979522280395,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,0,0,0,0,,,,,,potent,w,g,upper,,,,,,,1,w,HiDemTar,None,g,1,0.5787022842559963,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,0,1,0,,,,,,saturate,w,g,upper,,,,,,,1,w,HiDemTar,None,g,1,0.7218435308896005,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,2,0,2,0,,,,,,minister,w,g,upper,,,,,,,1,w,HiDemTar,None,g,1,0.6112562061753124,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,3,0,3,0,,,,,,clypaper,nw,h,upper,,,,,,,1,nw,HiDemTar,None,h,1,0.6333692348562181,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,4,0,4,0,,,,,,party,w,g,upper,,,,,,,1,w,HiDemTar,None,g,1,0.5903075439855456,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,5,0,5,0,,,,,,fracture,w,g,upper,,,,,,,1,w,HiDemTar,None,g,1,0.5811074937228113,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,6,0,6,0,,,,,,earnest,w,g,upper,,,,,,,1,w,HiDemTar,None,g,1,0.6433102153241634,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,7,0,7,0,,,,,,moyeur,nw,h,upper,,,,,,,1,nw,HiDemTar,None,h,1,0.6719413117971271,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,8,0,8,0,,,,,,apticle,nw,h,upper,,,,,,,1,nw,HiDemTar,None,h,1,0.5793531641829759,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,9,0,9,0,,,,,,postal,w,g,upper,,,,,,,1,w,HiDemTar,None,g,1,0.9144274739082903,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,10,0,10,0,,,,,,traze,nw,h,upper,,,,,,,1,nw,HiDemTar,None,h,1,0.6520249198656529,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,11,0,11,0,,,,,,elephant,target,q,upper,,,,,,,1,target,HiDemTar,None,g,0,0.5766589322593063,q,q,,,0.24021764239296317,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,12,0,12,0,,,,,,peems,nw,h,upper,,,,,,,1,aftertar1,HiDemTar,None,q,0,0.19197506760247052,None,q,1,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,13,0,13,0,,,,,,vergas,nw,h,upper,,,,,,,1,aftertar2,HiDemTar,None,h,1,0.6706438560504466,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,14,0,14,0,,,,,,sliding,w,g,upper,,,,,,,1,aftertar3,HiDemTar,None,g,1,0.6819349320139736,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,15,0,15,0,,,,,,ergonomic,w,g,upper,,,,,,,1,w,HiDemTar,None,h,0,0.7164282507728785,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,16,0,16,0,,,,,,typical,w,g,upper,,,,,,,1,w,HiDemTar,None,g,1,1.5017772973515093,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,17,0,17,0,,,,,,walsams,nw,h,upper,,,,,,,1,w,HiDemTar,None,h,1,0.8155927343759686,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,18,0,18,0,,,,,,serfume,nw,h,upper,,,,,,,1,nw,HiDemTar,None,h,1,0.7108315452933311,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,19,0,19,0,,,,,,flacked,nw,h,upper,,,,,,,1,nw,HiDemTar,None,h,1,0.7610151721164584,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,20,0,20,0,,,,,,dehydrate,w,g,upper,,,,,,,1,nw,HiDemTar,None,g,1,0.6011109566316009,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,21,0,21,0,,,,,,gradielts,nw,h,upper,,,,,,,1,w,HiDemTar,None,h,1,1.4320586689282209,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,22,0,22,0,,,,,,ahead,w,g,upper,,,,,,,1,nw,HiDemTar,None,g,1,0.6845245466101915,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,23,0,23,0,,,,,,mamps,nw,h,upper,,,,,,,1,w,HiDemTar,None,h,1,0.7117449617944658,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,24,0,24,0,,,,,,companion,w,g,upper,,,,,,,1,nw,HiDemTar,None,g,1,0.6256093306001276,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,25,0,25,0,,,,,,otiates,nw,h,upper,,,,,,,1,w,HiDemTar,None,h,1,0.5512044336646795,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,26,0,26,0,,,,,,command,w,g,upper,,,,,,,1,nw,HiDemTar,None,g,1,0.5837788819335401,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,27,0,27,0,,,,,,vorm,nw,h,upper,,,,,,,1,w,HiDemTar,None,h,1,0.607134077930823,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,28,0,28,0,,,,,,defensa,nw,h,upper,,,,,,,1,nw,HiDemTar,None,h,1,0.7331763214897364,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,29,0,29,0,,,,,,entertain,w,g,upper,,,,,,,1,nw,HiDemTar,None,g,1,0.5347377709113061,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,11,0,11,0,0,0,0,0,,,,,,educate,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.558974270010367,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,11,0,11,0,1,0,1,0,,,,,,rawhide,w,g,lower,,,,,,,3,w,LoDemNoTar,None,h,0,0.6230091222096235,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,11,0,11,0,2,0,2,0,,,,,,rocket,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.6444123408291489,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,11,0,11,0,3,0,3,0,,,,,,minimum,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.8810154236853123,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,11,0,11,0,4,0,4,0,,,,,,bengths,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.8445363589562476,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,11,0,11,0,5,0,5,0,,,,,,athcan,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.7448918267618865,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,11,0,11,0,6,0,6,0,,,,,,provide,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.5298217413946986,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,11,0,11,0,7,0,7,0,,,,,,snife,nw,h,lower,,,,,,,3,nw,LoDemNoTar,None,h,1,0.5703371877316386,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
,,,,,,,,,,,,,,,,,,,,11,0,11,0,8,0,8,0,,,,,,matter,w,g,lower,,,,,,,3,w,LoDemNoTar,None,g,1,0.4979816023260355,None,,,,,,,,,,,,,,,,,,,,300,2023-11-09_15h29.50.690,leap3,2022.2.5,60.00299966988878,
