demoRace_loop.thisRepN,demoRace_loop.thisTrialN,demoRace_loop.thisN,demoRace_loop.thisIndex,LDTunderstand.thisRepN,LDTunderstand.thisTrialN,LDTunderstand.thisN,LDTunderstand.thisIndex,pracBlocks.thisRepN,pracBlocks.thisTrialN,pracBlocks.thisN,pracBlocks.thisIndex,pracTrial.thisRepN,pracTrial.thisTrialN,pracTrial.thisN,pracTrial.thisIndex,PMunderstand.thisRepN,PMunderstand.thisTrialN,PMunderstand.thisN,PMunderstand.thisIndex,LDT_block.thisRepN,LDT_block.thisTrialN,LDT_block.thisN,LDT_block.thisIndex,LDT_trial.thisRepN,LDT_trial.thisTrialN,LDT_trial.thisN,LDT_trial.thisIndex,ageTextbox.text,genderTextbox.text,race,raceResp,LDTunderstand,stim,word_type,corr_key,stim_location,LDTpracKey.keys,LDTpracKey.corr,LDTpracKey.rt,PMunderstand,cueTextbox.text,intentionTextbox.text,block_type,role,block_desc,LDTResp.keys,LDTResp.corr,LDTResp.rt,pressedQ,pressedQ_blank,PM_accuracy,postQ1,Q2Textbox.text,Q3Textbox.text,Q4,Q5,Q6Key.keys,Q6Key.rt,postQ7_correct,postQ7,Q8Textbox.text,education,medTextbox.text,health,healthLimit,psych,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,picture,w,g,lower,g,1,0.4605746698071016,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,hiring,w,g,lower,g,1,0.44176723118289374,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,busted,w,g,lower,g,1,0.40691480408713687,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,unscrew,w,g,lower,g,1,0.38008718872151803,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,reputable,w,g,lower,g,1,0.3554876761336345,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,trotch,nw,h,lower,h,1,0.5389015864348039,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,grimace,w,g,lower,g,1,0.5313809946965193,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,lurshing,nw,h,lower,g,0,0.3811608495307155,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,grocus,nw,h,upper,h,1,0.5964948977489257,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,latador,nw,h,upper,h,1,0.42724880762398243,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,hasking,nw,h,upper,h,1,0.544711538212141,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,grutch,nw,h,upper,g,0,0.45010987034766003,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,crinklo,nw,h,upper,h,1,0.5589260392880533,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,overshoot,w,g,upper,g,1,0.4460453209176194,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,sponsor,w,g,upper,g,1,0.3948876841313904,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,tricycle,w,g,upper,g,1,0.41761201484769117,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,slumber,w,g,upper,g,1,0.4151349472667789,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,umpire,w,g,upper,g,1,0.8532633806607919,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,infinity,w,g,upper,g,1,0.4413669672503602,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,lumbigo,nw,h,upper,h,1,0.46918878656288143,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,summary,w,g,upper,g,1,0.39260197515250184,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,curlecs,nw,h,upper,h,1,0.5753570556698833,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,impirt,nw,h,upper,,,,,animal,"
q ",4,nw,LoDemTar,h,1,0.6628665366879432,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,flieves,nw,h,upper,,,,,,,4,nw,LoDemTar,h,1,0.46665278846921865,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,tusied,nw,h,upper,,,,,,,4,nw,LoDemTar,h,1,0.519220784510253,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,disease,w,g,upper,,,,,,,4,w,LoDemTar,g,1,0.4412911521649221,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,handbook,w,g,upper,,,,,,,4,w,LoDemTar,g,1,0.39061952650081366,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,leather,w,g,upper,,,,,,,4,w,LoDemTar,g,1,0.4059782063559396,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,troven,nw,h,upper,,,,,,,4,nw,LoDemTar,g,0,0.3887642088375287,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,theery,nw,h,upper,,,,,,,4,nw,LoDemTar,h,1,0.8761939681426156,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,sazer,nw,h,upper,,,,,,,4,nw,LoDemTar,h,1,0.45530866643821355,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,moozy,nw,h,upper,,,,,,,4,nw,LoDemTar,h,1,0.5089135744929081,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,nameplate,w,g,upper,,,,,,,4,w,LoDemTar,g,1,0.4858359918289352,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,parent,w,g,upper,,,,,,,4,w,LoDemTar,g,1,0.4180506829288788,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,acroad,nw,h,upper,,,,,,,4,nw,LoDemTar,g,0,0.4566875740274554,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,affluent,w,g,upper,,,,,,,4,w,LoDemTar,g,1,0.5653037765441695,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,paterways,nw,h,upper,,,,,,,4,nw,LoDemTar,h,1,0.6940656036167638,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,glaims,nw,h,upper,,,,,,,4,nw,LoDemTar,h,1,0.5454117517801933,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,lizard,target,q,upper,,,,,,,4,target,LoDemTar,g,0,0.7708086801867466,1,1,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,ordinary,w,g,upper,,,,,,,4,aftertar1,LoDemTar,g,1,1.2429115423874464,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,terrify,w,g,upper,,,,,,,4,aftertar2,LoDemTar,g,1,0.7283475966687547,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,dariner,nw,h,upper,,,,,,,4,aftertar3,LoDemTar,h,1,1.218432539346395,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,naxis,nw,h,upper,,,,,,,4,nw,LoDemTar,h,1,0.47148177909548394,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,subpoena,w,g,upper,,,,,,,4,nw,LoDemTar,h,0,0.5236018370924285,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,sength,nw,h,upper,,,,,,,4,w,LoDemTar,h,1,0.6376608344726264,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,melodic,w,g,upper,,,,,,,4,nw,LoDemTar,g,1,0.5710713513253722,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,angry,w,g,upper,,,,,,,4,w,LoDemTar,g,1,0.4752102922211634,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,addition,w,g,upper,,,,,,,4,w,LoDemTar,g,1,0.46318151692685205,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,personify,w,g,upper,,,,,,,4,w,LoDemTar,g,1,0.4998955520277377,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,poars,nw,h,upper,,,,,,,4,w,LoDemTar,h,1,0.48728409307659604,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,meteoroid,w,g,upper,,,,,,,4,nw,LoDemTar,g,1,0.9387947169598192,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,etuip,nw,h,upper,,,,,,,4,w,LoDemTar,h,1,0.5230823878810043,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,relaying,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.509231070856913,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,bamboo,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.42394108476582915,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,befin,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.9500004516303306,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,susher,nw,h,upper,,,,,,,3,nw,LoDemNoTar,g,0,0.5675037383189192,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,purpose,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.4144840631633997,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,wrestle,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.45396253481158055,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,brimitive,nw,h,upper,,,,,,,3,nw,LoDemNoTar,g,0,0.5546304028248414,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,ebciting,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.5954285204934422,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,sustain,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.5308168509945972,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,bother,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.5170916717470391,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,ignoble,w,g,upper,,,,,,,3,w,LoDemNoTar,h,0,0.6630847119959071,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,intended,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.5158054638304748,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,priant,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.5185132873884868,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,sonnet,w,g,upper,,,,,,,3,w,LoDemNoTar,h,0,0.5525198300019838,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,triplet,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.6093139377480838,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,ringlat,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.7190431984345196,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,previous,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.4970778131537372,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,plogging,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.6045279862446478,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,topefuls,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.5552220253593987,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,sonkers,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.5799533039098606,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,surfaced,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.5480474020296242,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,21,0,21,0,,,,,,fivalve,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.5574643641448347,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,22,0,22,0,,,,,,rarely,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.4782243557710899,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,23,0,23,0,,,,,,bloves,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.5533633969898801,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,24,0,24,0,,,,,,baladroit,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.5230012756655924,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,25,0,25,0,,,,,,nearsipe,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.4760502174467547,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,26,0,26,0,,,,,,roaned,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.5680357682140311,,,,,,,,,,,,,,,,,,,333,2023-11-17_12h23.02.470,leap3,2022.2.5,60.059870830479156,
