demoRace_loop.thisRepN,demoRace_loop.thisTrialN,demoRace_loop.thisN,demoRace_loop.thisIndex,LDTunderstand.thisRepN,LDTunderstand.thisTrialN,LDTunderstand.thisN,LDTunderstand.thisIndex,pracBlocks.thisRepN,pracBlocks.thisTrialN,pracBlocks.thisN,pracBlocks.thisIndex,pracTrial.thisRepN,pracTrial.thisTrialN,pracTrial.thisN,pracTrial.thisIndex,PMunderstand.thisRepN,PMunderstand.thisTrialN,PMunderstand.thisN,PMunderstand.thisIndex,LDT_block.thisRepN,LDT_block.thisTrialN,LDT_block.thisN,LDT_block.thisIndex,LDT_trial.thisRepN,LDT_trial.thisTrialN,LDT_trial.thisN,LDT_trial.thisIndex,ageTextbox.text,genderTextbox.text,race,raceResp,LDTunderstand,stim,word_type,corr_key,stim_location,LDTpracKey.keys,LDTpracKey.corr,LDTpracKey.rt,PMunderstand,cueTextbox.text,intentionTextbox.text,block_type,role,block_desc,lateQResp.keys,LDTResp.keys,LDTResp.corr,LDTResp.rt,blankQResp.keys,pressedQ,PM_corr,lateQResp.rt,postQ1,Q2Textbox.text,Q3Textbox.text,Q4,Q5,Q6Key.keys,Q6Key.rt,postQ7_correct,postQ7,Q8Textbox.text,education,medTextbox.text,health,healthLimit,psych,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"
20 ",female,American Indian or Alaska Native,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,3,0,3,0,,,,,,dislokes,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,1.2241507295984775,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,4,0,4,0,,,,,,bentler,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.7022987483069301,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,5,0,5,0,,,,,,warden,w,g,lower,,,,,,,1,w,HiDemTar,None,h,0,0.9210059472825378,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,6,0,6,0,,,,,,baladroit,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.8500987845472991,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,7,0,7,0,,,,,,nelvet,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.5589406520593911,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,8,0,8,0,,,,,,regional,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.7831396081019193,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,9,0,9,0,,,,,,egect,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.7339531581383198,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,10,0,10,0,,,,,,cessation,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.8944122437387705,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,11,0,11,0,,,,,,bettled,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.5201408003922552,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,12,0,12,0,,,,,,squirrel,target,q,lower,,,,,,,1,target,HiDemTar,None,g,0,0.409601480467245,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,13,0,13,0,,,,,,cookbook,w,g,lower,,,,,,,1,aftertar1,HiDemTar,None,h,0,0.6634694312233478,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,14,0,14,0,,,,,,latirizes,nw,h,lower,,,,,,,1,aftertar2,HiDemTar,None,h,1,0.6356342225335538,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,15,0,15,0,,,,,,marvel,w,g,lower,,,,,,,1,aftertar3,HiDemTar,None,g,1,0.5362492476124316,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,16,0,16,0,,,,,,senior,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.7129502007737756,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,17,0,17,0,,,,,,frequency,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.6989834327250719,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,18,0,18,0,,,,,,rowel,nw,h,lower,,,,,,,1,w,HiDemTar,None,h,1,0.6056480642873794,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,19,0,19,0,,,,,,venturous,w,g,lower,,,,,,,1,nw,HiDemTar,None,g,1,0.6997707127593458,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,20,0,20,0,,,,,,jungle,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,1.621482056332752,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,21,0,21,0,,,,,,sludding,nw,h,lower,,,,,,,1,w,HiDemTar,None,h,1,0.8988296848256141,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,22,0,22,0,,,,,,gestalion,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.9175244357902557,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,23,0,23,0,,,,,,abraid,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,1.2229032653849572,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,24,0,24,0,,,,,,stalemate,w,g,lower,,,,,,,1,nw,HiDemTar,None,h,0,0.6282427972182631,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,25,0,25,0,,,,,,ebuating,nw,h,lower,,,,,,,1,w,HiDemTar,None,h,1,0.7216331227682531,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,26,0,26,0,,,,,,noblin,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.7070207719225436,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,27,0,27,0,,,,,,scrobby,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.7410628446377814,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,28,0,28,0,,,,,,awful,w,g,lower,,,,,,,1,nw,HiDemTar,None,g,1,0.7967170402407646,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,29,0,29,0,,,,,,ralliep,nw,h,lower,,,,,,,1,w,HiDemTar,None,h,1,0.73846594709903,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,0,0,0,0,,,,,,ucility,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.7650348206516355,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,1,0,1,0,,,,,,nostril,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.8051159055903554,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,2,0,2,0,,,,,,unspoken,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,1.2751467977650464,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,3,0,3,0,,,,,,wimpid,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,1.1416015587747097,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,4,0,4,0,,,,,,vergas,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.654222369659692,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,5,0,5,0,,,,,,thaken,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.9943001109641045,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,6,0,6,0,,,,,,castaway,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,1.6250774555373937,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,7,0,7,0,,,,,,hindsight,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.7025602920912206,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,8,0,8,0,,,,,,earnest,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.6484717174898833,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,9,0,9,0,,,,,,twarfs,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.725212961435318,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,10,0,10,0,,,,,,hegacy,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.6620676892343909,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,11,0,11,0,,,,,,susher,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,1.0176466992124915,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,12,0,12,0,,,,,,engineer,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.6629417089279741,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,13,0,13,0,,,,,,yash,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.6348873330280185,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,14,0,14,0,,,,,,hemoter,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.8156988271512091,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,15,0,15,0,,,,,,blanned,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.8457492124289274,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,16,0,16,0,,,,,,apticle,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.9624172640033066,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,17,0,17,0,,,,,,condensed,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.6824035444296896,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,18,0,18,0,,,,,,plapping,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.7498407831881195,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,19,0,19,0,,,,,,living,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.7020951414015144,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,20,0,20,0,,,,,,tentacle,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.831288490910083,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,21,0,21,0,,,,,,pepperoni,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.8290547747164965,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,22,0,22,0,,,,,,seasoning,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.6743327674921602,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,23,0,23,0,,,,,,mopping,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.7098027367610484,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,24,0,24,0,,,,,,lavilion,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,1.5198739594779909,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,25,0,25,0,,,,,,noblest,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.6012329407967627,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,26,0,26,0,,,,,,handed,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.8152402976993471,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,27,0,27,0,,,,,,olgies,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.6213072524406016,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,28,0,28,0,,,,,,entertain,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.6177025835495442,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,29,0,29,0,,,,,,drobate,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.6462903099600226,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,0,0,0,0,,,,,,ebince,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.8198461167048663,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,1,0,1,0,,,,,,formation,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.7371724641416222,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,2,0,2,0,,,,,,ethical,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.7538698813878,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,3,0,3,0,,,,,,organize,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.8259804765693843,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,4,0,4,0,,,,,,amkles,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,1.3664275575429201,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,5,0,5,0,,,,,,wrecber,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.7182807275094092,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,6,0,6,0,,,,,,chone,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.7830459158867598,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,7,0,7,0,,,,,,casino,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.702401710441336,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,8,0,8,0,,,,,,demise,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.736697381362319,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,9,0,9,0,,,,,,germeated,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.7852041486185044,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,10,0,10,0,,,,,,dorte,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.7762961003463715,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,11,0,11,0,,,,,,glates,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.7599009482655674,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,12,0,12,0,,,,,,recollect,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.6948944111354649,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,13,0,13,0,,,,,,refebs,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.6735885264351964,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,14,0,14,0,,,,,,micron,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.7010777692776173,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,15,0,15,0,,,,,,govern,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.6070805960334837,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,16,0,16,0,,,,,,stelled,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,1.013220650376752,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,17,0,17,0,,,,,,hanling,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.7952543816063553,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,18,0,18,0,,,,,,sunshine,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.6499608615413308,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,19,0,19,0,,,,,,ounside,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,g,0,0.5585887269116938,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,20,0,20,0,,,,,,sording,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.597768975654617,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,21,0,21,0,,,,,,envelop,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.8043243219144642,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,22,0,22,0,,,,,,colored,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,1.106403727317229,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,23,0,23,0,,,,,,fashing,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,1.2284373990260065,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,24,0,24,0,,,,,,phraining,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.6738153081387281,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,25,0,25,0,,,,,,preserve,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.7172103845514357,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,26,0,26,0,,,,,,parent,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.638580066151917,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,27,0,27,0,,,,,,smabled,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.7792929285205901,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,28,0,28,0,,,,,,argue,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.6026611684355885,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,29,0,29,0,,,,,,halter,w,g,upper,,,,,,,3,w,LoDemNoTar,None,h,0,0.6806091556791216,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,35,0,35,0,0,0,0,0,,,,,,purport,w,g,lower,,,,,,,1,w,HiDemTar,None,h,0,0.6997359504457563,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,35,0,35,0,1,0,1,0,,,,,,subber,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.7424655801150948,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
