demoRace_loop.thisRepN,demoRace_loop.thisTrialN,demoRace_loop.thisN,demoRace_loop.thisIndex,LDTunderstand.thisRepN,LDTunderstand.thisTrialN,LDTunderstand.thisN,LDTunderstand.thisIndex,pracBlocks.thisRepN,pracBlocks.thisTrialN,pracBlocks.thisN,pracBlocks.thisIndex,pracTrial.thisRepN,pracTrial.thisTrialN,pracTrial.thisN,pracTrial.thisIndex,PMunderstand.thisRepN,PMunderstand.thisTrialN,PMunderstand.thisN,PMunderstand.thisIndex,LDT_block.thisRepN,LDT_block.thisTrialN,LDT_block.thisN,LDT_block.thisIndex,LDT_trial.thisRepN,LDT_trial.thisTrialN,LDT_trial.thisN,LDT_trial.thisIndex,ageTextbox.text,genderTextbox.text,race,raceResp,LDTunderstand,stim,word_type,corr_key,stim_location,LDTpracKey.keys,LDTpracKey.corr,LDTpracKey.rt,PMunderstand,cueTextbox.text,intentionTextbox.text,block_type,role,block_desc,lateQResp.keys,LDTResp.keys,LDTResp.corr,LDTResp.rt,blankQResp.keys,pressedQ,PM_corr,lateQResp.rt,postQ1,Q2Textbox.text,Q3Textbox.text,Q4,Q5,Q6Key.keys,Q6Key.rt,postQ7_correct,postQ7,Q8Textbox.text,education,medTextbox.text,health,healthLimit,psych,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"
20 ",female,American Indian or Alaska Native,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Black or African American,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Native Hawaiian or other Pacific Islander,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,White,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,tricycle,w,g,lower,g,1,0.6660256078466773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,grutch,nw,h,lower,g,0,0.8602453581988811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,julled,nw,h,lower,h,1,16.48057750542648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,grimace,w,g,lower,g,1,1.3320739497430623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,infinity,w,g,lower,g,1,0.7312374070752412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,revival,w,g,lower,g,1,0.8294351717922837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,lumbigo,nw,h,lower,h,1,0.6018023777287453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,lurshing,nw,h,lower,h,1,0.7688652779906988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,slumber,w,g,lower,g,1,0.9366048807278275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,overshoot,w,g,lower,g,1,0.8242900432087481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,curlecs,nw,h,lower,h,1,0.5816790682729334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,turative,nw,h,lower,h,1,0.7010711478069425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,hasking,nw,h,lower,h,1,0.7186432471498847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,picture,w,g,lower,h,0,0.4885175107046962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,umpire,w,g,upper,g,1,0.882796058896929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,alolition,nw,h,upper,h,1,0.9024320363532752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,crinklo,nw,h,upper,h,1,0.6562571139074862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,sponsor,w,g,upper,g,1,0.8684075099881738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,busted,w,g,upper,g,1,0.8947807224467397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,hiring,w,g,upper,g,1,0.7455925177782774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,treeps,nw,h,upper,h,1,0.9783184628468007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,grocus,nw,h,upper,h,1,0.793704983079806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,unscrew,w,g,upper,g,1,0.7679641104768962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,summary,w,g,upper,g,1,0.678865420166403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,trotch,nw,h,upper,h,1,0.8182414297480136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,latador,nw,h,upper,h,1,0.5837555271573365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,raestro,nw,h,upper,h,1,0.646368773188442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,reputable,w,g,upper,h,0,0.6189947419334203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,prama,nw,h,lower,,,,,animal,"
q",2,nw,HiDemNoTar,None,h,1,1.1148453005589545,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,publish,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.885559483896941,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,dialect,w,g,lower,,,,,,,2,w,HiDemNoTar,None,h,0,0.6490510865114629,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,ignore,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.6063178151380271,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,unlined,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,1.1491052159108222,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,veranpah,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.8783809351734817,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,crundle,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.8807563483715057,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,befin,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.9718407851178199,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,lanthers,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.9735931283794343,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,melodic,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.8615742654073983,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,slooch,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.8664045482873917,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,saturate,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.9831172940321267,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,allained,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,1.0071091339923441,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,glapula,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.8858432092238218,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,monopoly,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.760304851224646,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,otoist,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.8249167548492551,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,troven,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.9831242465879768,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,design,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.8230674089863896,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,bloodless,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,1.0531471266876906,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,afford,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,1.0257840207777917,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,borrent,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.8078068266622722,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,armada,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,1.6145683620125055,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,valif,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.7164595222566277,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,mennel,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.878996059531346,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,golemic,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.6029309888835996,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,gaining,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.913583732675761,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,calcify,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,1.1083686160854995,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,slightly,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.7429489395581186,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,bingu,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,1.8964171917177737,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,module,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.7780391736887395,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,favoting,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.8910714359954,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,yearnungs,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,1.5025120885111392,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,arranged,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.7692188585642725,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,sporidic,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,1.4332360979169607,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,capobly,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,1.01439130702056,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,surround,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.941011396702379,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,terrify,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.7343938099220395,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,sonnet,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.9437569440342486,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,pammed,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,1.1531680834013969,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,tining,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,1.033826326020062,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,slutches,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.8152237443719059,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,protest,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.965873945504427,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,massacre,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.8536869001109153,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,shamrock,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,1.3223223402164876,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,tipoff,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,1.0844565636944026,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,meteoroid,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,1.1917563825845718,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,ensues,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,1.5832546211313456,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,levels,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.6072335492353886,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,blocking,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.6772984752897173,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,neally,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.8180662947706878,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,cutout,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.9356739174108952,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,21,0,21,0,,,,,,nauling,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.8891118441242725,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,22,0,22,0,,,,,,chonemic,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,2.2285363883711398,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,23,0,23,0,,,,,,coyote,target,q,lower,,,,,,,1,target,HiDemTar,None,g,0,0.8426186328288168,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,24,0,24,0,,,,,,leuter,nw,h,lower,,,,,,,1,aftertar1,HiDemTar,None,h,1,0.8799667512066662,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,25,0,25,0,,,,,,brongs,nw,h,lower,,,,,,,1,aftertar2,HiDemTar,None,h,1,0.9161584489047527,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,26,0,26,0,,,,,,havel,nw,h,lower,,,,,,,1,aftertar3,HiDemTar,None,h,1,0.9266850887797773,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,27,0,27,0,,,,,,sength,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.9197919208090752,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,28,0,28,0,,,,,,latter,w,g,lower,,,,,,,1,nw,HiDemTar,None,g,1,1.2177895882632583,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
