demoRace_loop.thisRepN,demoRace_loop.thisTrialN,demoRace_loop.thisN,demoRace_loop.thisIndex,LDTunderstand.thisRepN,LDTunderstand.thisTrialN,LDTunderstand.thisN,LDTunderstand.thisIndex,pracBlocks.thisRepN,pracBlocks.thisTrialN,pracBlocks.thisN,pracBlocks.thisIndex,pracTrial.thisRepN,pracTrial.thisTrialN,pracTrial.thisN,pracTrial.thisIndex,PMunderstand.thisRepN,PMunderstand.thisTrialN,PMunderstand.thisN,PMunderstand.thisIndex,LDT_block.thisRepN,LDT_block.thisTrialN,LDT_block.thisN,LDT_block.thisIndex,LDT_trial.thisRepN,LDT_trial.thisTrialN,LDT_trial.thisN,LDT_trial.thisIndex,ageTextbox.text,genderTextbox.text,race,raceResp,LDTunderstand,stim,word_type,corr_key,stim_location,LDTpracKey.keys,LDTpracKey.corr,LDTpracKey.rt,PMunderstand,cueTextbox.text,intentionTextbox.text,block_type,role,block_desc,LDTResp.keys,LDTResp.corr,LDTResp.rt,PM_accuracy,pressedQ,postQ1,Q2Textbox.text,Q3Textbox.text,Q4,Q5,Q6Key.keys,Q6Key.rt,postQ7_correct,postQ7,Q8Textbox.text,education,medTextbox.text,health,healthLimit,psych,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"
18", female,American Indian or Alaska Native,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,blerapies,nw,h,lower,,,,,,,1,nw,HiDemTar,h,1,0.6909841736778617,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,stooping,w,g,lower,,,,,,,1,w,HiDemTar,g,1,0.6943570952862501,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,oginous,nw,h,lower,,,,,,,1,nw,HiDemTar,h,1,0.5697669163346291,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,perishing,w,g,lower,,,,,,,1,w,HiDemTar,g,1,0.72969033382833,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,tragedy,w,g,lower,,,,,,,1,w,HiDemTar,g,1,0.6112947692163289,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,insertion,w,g,lower,,,,,,,1,w,HiDemTar,g,1,0.5766461794264615,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,expired,w,g,lower,,,,,,,1,w,HiDemTar,g,1,0.567846059333533,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,trewl,nw,h,lower,,,,,,,1,nw,HiDemTar,h,1,0.5615428546443582,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,absent,w,g,lower,,,,,,,1,w,HiDemTar,g,1,0.5543235847726464,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,adok,nw,h,lower,,,,,,,1,nw,HiDemTar,h,1,0.5309236948378384,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,neliefs,nw,h,lower,,,,,,,1,nw,HiDemTar,h,1,0.6531288595870137,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,lonnote,nw,h,lower,,,,,,,1,nw,HiDemTar,h,1,0.5857240655459464,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,inversion,w,g,lower,,,,,,,1,w,HiDemTar,g,1,0.513152954634279,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,affluent,w,g,lower,,,,,,,1,w,HiDemTar,h,0,0.9798264852724969,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,elpired,nw,h,lower,,,,,,,1,nw,HiDemTar,h,1,0.683080917224288,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,create,w,g,lower,,,,,,,1,w,HiDemTar,g,1,0.47090602200478315,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,poars,nw,h,lower,,,,,,,1,nw,HiDemTar,h,1,0.9229413787834346,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,harfing,nw,h,lower,,,,,,,1,nw,HiDemTar,h,1,0.6609887462109327,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,gontracts,nw,h,lower,,,,,,,1,nw,HiDemTar,h,1,0.6180250509642065,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,kangaroo,target,q,lower,,,,,,,1,target,HiDemTar,g,0,0.5357652339152992,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,statute,w,g,lower,,,,,,,1,aftertar1,HiDemTar,h,0,1.0091567975468934,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,twarfs,nw,h,lower,,,,,,,1,aftertar2,HiDemTar,h,1,0.7920642173849046,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,ulcer,w,g,lower,,,,,,,2,w,HiDemNoTar,h,0,0.6543164006434381,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,porghum,nw,h,lower,,,,,,,2,nw,HiDemNoTar,h,1,0.6991883716545999,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,eightiech,nw,h,lower,,,,,,,2,nw,HiDemNoTar,h,1,0.7023096811026335,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,frigs,nw,h,lower,,,,,,,2,nw,HiDemNoTar,h,1,0.8172048632986844,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,deadly,w,g,lower,,,,,,,2,w,HiDemNoTar,g,1,0.5910413493402302,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,fudden,nw,h,lower,,,,,,,2,nw,HiDemNoTar,h,1,0.65434884512797,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,advantage,w,g,lower,,,,,,,2,w,HiDemNoTar,g,1,0.6733071263879538,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,diatonic,w,g,lower,,,,,,,2,w,HiDemNoTar,h,0,0.8862063982523978,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,frogmy,nw,h,lower,,,,,,,2,nw,HiDemNoTar,h,1,0.6095675867982209,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,maunches,nw,h,lower,,,,,,,2,nw,HiDemNoTar,h,1,0.7122526480816305,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,trises,nw,h,lower,,,,,,,2,nw,HiDemNoTar,h,1,0.6509481142275035,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,grieving,w,g,lower,,,,,,,2,w,HiDemNoTar,g,1,0.6157403509132564,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,system,w,g,lower,,,,,,,2,w,HiDemNoTar,g,1,0.5665545626543462,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,divider,w,g,lower,,,,,,,2,w,HiDemNoTar,g,1,0.6390889249742031,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,paying,w,g,lower,,,,,,,2,w,HiDemNoTar,g,1,0.6044698008336127,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,entropy,w,g,lower,,,,,,,2,w,HiDemNoTar,h,0,0.6982084098272026,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,vergas,nw,h,lower,,,,,,,2,nw,HiDemNoTar,h,1,0.6215409943833947,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,sorping,nw,h,lower,,,,,,,2,nw,HiDemNoTar,h,1,0.6035881666466594,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,maiden,w,g,lower,,,,,,,2,w,HiDemNoTar,g,1,0.6423016097396612,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,trooper,w,g,lower,,,,,,,2,w,HiDemNoTar,g,1,0.7118652984499931,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,rocket,w,g,lower,,,,,,,2,w,HiDemNoTar,g,1,0.5863878568634391,,,,,,,,,,,,,,,,,,331,2023-11-16_10h48.17.344,leap3,2022.2.5,59.99239310218387,
