demoRace_loop.thisRepN,demoRace_loop.thisTrialN,demoRace_loop.thisN,demoRace_loop.thisIndex,LDTunderstand.thisRepN,LDTunderstand.thisTrialN,LDTunderstand.thisN,LDTunderstand.thisIndex,pracBlocks.thisRepN,pracBlocks.thisTrialN,pracBlocks.thisN,pracBlocks.thisIndex,pracTrial.thisRepN,pracTrial.thisTrialN,pracTrial.thisN,pracTrial.thisIndex,PMunderstand.thisRepN,PMunderstand.thisTrialN,PMunderstand.thisN,PMunderstand.thisIndex,LDT_block.thisRepN,LDT_block.thisTrialN,LDT_block.thisN,LDT_block.thisIndex,LDT_trial.thisRepN,LDT_trial.thisTrialN,LDT_trial.thisN,LDT_trial.thisIndex,ageTextbox.text,genderTextbox.text,race,raceResp,LDTunderstand,stim,word_type,corr_key,stim_location,LDTpracKey.keys,LDTpracKey.corr,LDTpracKey.rt,PMunderstand,cueTextbox.text,intentionTextbox.text,block_type,role,block_desc,LDTResp.keys,LDTResp.corr,LDTResp.rt,PM_accuracy,pressedQ,pressedQ_blank,postQ1,Q2Textbox.text,Q3Textbox.text,Q4,Q5,Q6Key.keys,Q6Key.rt,postQ7_correct,postQ7,Q8Textbox.text,education,medTextbox.text,health,healthLimit,psych,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,trotch,nw,h,upper,g,0,0.7378853440022795,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,busted,w,g,lower,g,1,1.027479773008963,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,slumber,w,g,lower,g,1,0.5921333228907315,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,tricycle,w,g,lower,g,1,1.0869254223653115,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,grocus,nw,h,lower,h,1,0.7617174357583281,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,julled,nw,h,lower,h,1,0.7603242921613855,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,lurshing,nw,h,lower,g,0,0.9626694613543805,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,summary,w,g,lower,g,1,0.5706736805295805,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,reputable,w,g,lower,g,1,0.6251138788065873,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,curlecs,nw,h,lower,h,1,0.6305745514691807,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,umpire,w,g,lower,h,0,0.6761145882919664,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,picture,w,g,lower,g,1,0.50245301425457,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,hasking,nw,h,lower,g,0,0.857638749628677,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,alolition,nw,h,lower,h,1,1.5167916666687233,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,latador,nw,h,lower,g,0,1.4390216101892292,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,filter,w,g,lower,,,,,animals,"
q ",3,w,LoDemNoTar,g,1,0.9623476610722719,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,filny,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,1.0911617972597014,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,peanimate,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,1.7015424386481754,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,presently,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.617223812660086,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,birn,nw,h,lower,,,,,,,3,nw,LoDemNoTar,g,0,0.6231109038053546,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,strenuous,w,g,lower,,,,,,,3,w,LoDemNoTar,h,0,1.2851229435182177,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,flieves,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,0.8646511485421797,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,perform,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.5336090420314576,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,cessation,w,g,lower,,,,,,,3,w,LoDemNoTar,h,0,1.7195198841654928,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,apticle,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,1.1776317176991142,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,gelfry,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,0.8096921631804435,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,riosk,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,0.8724359343468677,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,observer,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.6676564056106145,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,foster,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,1.3596021617413498,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,suddenly,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.5443618725985289,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,system,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.5137630360550247,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,comply,w,g,lower,,,,,,,3,w,LoDemNoTar,h,0,0.8845243022951763,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,outlaved,nw,h,lower,,,,,,,3,nw,LoDemNoTar,g,0,1.3599391912575811,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,uncorked,w,g,lower,,,,,,,3,w,LoDemNoTar,h,0,0.8726729806367075,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,ganter,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,1.7968542521994095,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,prillway,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,1.4592662247596309,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,lindo,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,0.8559492981585208,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,revising,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,1.6527357316954294,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,borrent,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,0.6894491046550684,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,afternoon,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.5487829846824752,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,garment,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.5980035294633126,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,ordinary,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.6290572565194452,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,valif,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,0.7237145441904431,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,gigglod,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,0.6297885906969896,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,kraums,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,1.6269655546930153,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,ebciting,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,0.8253838997043204,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,funtair,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,0.8474881358561106,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,ipiocy,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,1.3799762247654144,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,corg,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,0.5960035340976901,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,squadroim,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,1.633776331829722,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,serving,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.7608000400941819,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,childhood,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.5056405585928587,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,region,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.8763756702828687,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,pircus,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,0.9524364110839088,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,other,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.5131760485091945,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,scrib,nw,h,lower,,,,,,,3,nw,LoDemNoTar,g,0,1.1879299888241803,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,record,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.514305329110357,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,digested,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.709036544765695,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,achieve,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.5037527960375883,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,mestowal,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,1.5145311190135544,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,painter,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.5572616937279236,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,hecture,nw,h,lower,,,,,,,3,nw,LoDemNoTar,g,0,2.3340273161884397,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,scarlet,w,g,lower,,,,,,,3,w,LoDemNoTar,q,0,1.0641398436418967,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,sonnet,w,g,lower,,,,,,,3,w,LoDemNoTar,h,0,0.8519013022305444,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,cooray,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,1.2886786379676778,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,frader,nw,h,lower,,,,,,,3,nw,LoDemNoTar,g,0,2.068197771674022,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,21,0,21,0,,,,,,acidic,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.6803125590231502,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,22,0,22,0,,,,,,thorifies,nw,h,lower,,,,,,,3,nw,LoDemNoTar,g,0,2.3564699061244028,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,23,0,23,0,,,,,,apop,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,0.8452772487216862,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,24,0,24,0,,,,,,poars,nw,h,lower,,,,,,,3,nw,LoDemNoTar,q,0,1.9777036923769629,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,25,0,25,0,,,,,,primal,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,1.9218299599160673,,,,,,,,,,,,,,,,,,,334,2023-11-17_13h24.41.829,leap3,2022.2.5,59.56244725059733,
