demoRace_loop.thisRepN,demoRace_loop.thisTrialN,demoRace_loop.thisN,demoRace_loop.thisIndex,LDTunderstand.thisRepN,LDTunderstand.thisTrialN,LDTunderstand.thisN,LDTunderstand.thisIndex,pracBlocks.thisRepN,pracBlocks.thisTrialN,pracBlocks.thisN,pracBlocks.thisIndex,pracTrial.thisRepN,pracTrial.thisTrialN,pracTrial.thisN,pracTrial.thisIndex,PMunderstand.thisRepN,PMunderstand.thisTrialN,PMunderstand.thisN,PMunderstand.thisIndex,LDT_block.thisRepN,LDT_block.thisTrialN,LDT_block.thisN,LDT_block.thisIndex,LDT_trial.thisRepN,LDT_trial.thisTrialN,LDT_trial.thisN,LDT_trial.thisIndex,ageTextbox.text,genderTextbox.text,race,raceResp,LDTunderstand,stim,word_type,corr_key,stim_location,LDTpracKey.keys,LDTpracKey.corr,LDTpracKey.rt,PMunderstand,cueTextbox.text,intentionTextbox.text,block_type,role,block_desc,LDTResp.keys,LDTResp.corr,LDTResp.rt,pressedQ,PM_accuracy,pressedQ_late,pressedQ_blank,postQ1,Q2Textbox.text,Q3Textbox.text,Q4,Q5,Q6Key.keys,Q6Key.rt,postQ7_correct,postQ7,Q8Textbox.text,education,medTextbox.text,health,healthLimit,psych,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,turative,nw,h,upper,h,1,0.9316313837189227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,hiring,w,g,upper,g,1,0.5217105322517455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,trotch,nw,h,upper,h,1,0.885249080369249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,revival,w,g,upper,g,1,0.7600851603783667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,lurshing,nw,h,upper,g,0,0.9031681388150901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,alolition,nw,h,upper,h,1,0.9292559705208987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,raestro,nw,h,upper,h,1,0.6106781198177487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,busted,w,g,upper,g,1,0.6568564854096621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,lumbigo,nw,h,upper,h,1,0.8046806894708425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,grocus,nw,h,upper,h,1,0.5297664112877101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,grimace,w,g,lower,h,0,0.8600359305273741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,slumber,w,g,lower,g,1,0.5200396317522973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,summary,w,g,lower,g,1,0.6165923194494098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,picture,w,g,lower,g,1,0.4624337903223932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,hasking,nw,h,lower,g,0,0.5221551565919071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,tricycle,w,g,lower,g,1,0.8997114573139697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,crinklo,nw,h,lower,h,1,0.7833549408242106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,infinity,w,g,lower,g,1,0.5180396498180926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,julled,nw,h,lower,h,1,0.7034437200054526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,latador,nw,h,lower,g,0,0.7612564791925251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,treeps,nw,h,lower,h,1,0.8253558895085007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,overshoot,w,g,lower,g,1,0.6066910673398525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,curlecs,nw,h,lower,h,1,0.6687812255695462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,grutch,nw,h,lower,h,1,0.7440240557771176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,mixture,w,g,upper,,,,,animal,"
q
",1,w,HiDemTar,g,1,0.930226330878213,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,lenie,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.9558920511044562,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,welayed,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,1.4126034129876643,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,seldom,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.9872922005597502,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,purpose,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.8186792400665581,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,natch,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,1.0967932911589742,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,perishing,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.8041185359470546,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,sequence,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.7130546257831156,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,curricula,w,g,upper,,,,,,,1,w,HiDemTar,h,0,1.700813053175807,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,binder,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.6473382785916328,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,resonant,w,g,upper,,,,,,,1,w,HiDemTar,h,0,1.5726933574769646,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,publish,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.6447248274926096,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,company,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.6100298883393407,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,erithets,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,1.04872982413508,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,assent,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.5901072060223669,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,pranny,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.6454306645318866,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,potter,w,g,upper,,,,,,,1,w,HiDemTar,g,1,1.249654033454135,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,cemoir,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,1.0308905527926981,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,latpin,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.9093551386613399,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,gremieres,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.8959237076342106,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,spider,target,q,upper,,,,,,,1,target,HiDemTar,q,1,1.6834568101912737,1,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,movie,w,g,upper,,,,,,,1,aftertar1,HiDemTar,g,1,0.9275085935369134,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,pimorous,nw,h,upper,,,,,,,1,aftertar2,HiDemTar,h,1,0.7855575364083052,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,ounwit,nw,h,upper,,,,,,,1,aftertar3,HiDemTar,h,1,0.8805753926280886,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,neliefs,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.8440019735135138,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,roaned,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.9534057297278196,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,worps,nw,h,upper,,,,,,,1,nw,HiDemTar,g,0,1.1781102267559618,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,hangar,w,g,upper,,,,,,,1,nw,HiDemTar,h,0,1.3302475856617093,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,chyme,nw,h,upper,,,,,,,1,w,HiDemTar,h,1,2.0203284886665642,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,lignpost,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,1.0262834099121392,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,gunrunker,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.7835999310482293,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,daylight,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.5914278365671635,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,railway,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.5908153606578708,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,catacomb,w,g,upper,,,,,,,1,w,HiDemTar,h,0,0.8382062963210046,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,typical,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.6119444551877677,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,gettle,nw,h,upper,,,,,,,1,nw,HiDemTar,g,0,0.6583118606358767,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,borrent,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.7088834992609918,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,telecast,w,g,upper,,,,,,,1,w,HiDemTar,h,0,1.2407966386526823,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,tycoon,w,g,upper,,,,,,,1,w,HiDemTar,h,0,0.565234063193202,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,etuip,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,1.038816322106868,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,lovud,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.6281823499593884,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,tuckel,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,1.146372387651354,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,porcupine,target,q,upper,,,,,,,1,target,HiDemTar,q,1,0.9157113144174218,1,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,compose,w,g,upper,,,,,,,1,aftertar1,HiDemTar,g,1,1.1106061125174165,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,result,w,g,upper,,,,,,,1,aftertar2,HiDemTar,g,1,0.7281599368434399,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,even,w,g,upper,,,,,,,1,aftertar3,HiDemTar,g,1,0.45809977827593684,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,poughest,nw,h,upper,,,,,,,1,w,HiDemTar,h,1,0.7828974046278745,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,caution,w,g,upper,,,,,,,1,nw,HiDemTar,g,1,0.6548515371978283,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,valif,nw,h,upper,,,,,,,1,w,HiDemTar,h,1,0.6756035450380296,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,zears,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.917435516603291,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,ezulated,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.969215553952381,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,21,0,21,0,,,,,,subber,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.9137007379904389,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,22,0,22,0,,,,,,terrify,w,g,upper,,,,,,,1,nw,HiDemTar,g,1,0.7324846787378192,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,23,0,23,0,,,,,,comply,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.8375133706722409,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,24,0,24,0,,,,,,rillains,nw,h,upper,,,,,,,1,w,HiDemTar,h,1,0.7868844573386014,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,25,0,25,0,,,,,,prominent,w,g,upper,,,,,,,1,nw,HiDemTar,g,1,0.9222211053129286,,,,,,,,,,,,,,,,,,,,328,2023-11-10_13h25.21.151,leap3,2022.2.5,59.995610355266436,
